        Phi / deg                Directivity,Theta=0.0/
----------------------------------------------------------------------
                    -180                       2.1721051
                    -175                       2.1721051
                    -170                       2.1721051
                    -165                       2.1721051
                    -160                       2.1721051
                    -155                       2.1721051
                    -150                       2.1721051
                    -145                       2.1721051
                    -140                       2.1721051
                    -135                       2.1721051
                    -130                       2.1721051
                    -125                       2.1721051
                    -120                       2.1721051
                    -115                       2.1721051
                    -110                       2.1721051
                    -105                       2.1721051
                    -100                       2.1721051
                     -95                       2.1721051
                     -90                       2.1721051
                     -85                       2.1721051
                     -80                       2.1721051
                     -75                       2.1721051
                     -70                       2.1721051
                     -65                       2.1721051
                     -60                       2.1721051
                     -55                       2.1721051
                     -50                       2.1721051
                     -45                       2.1721051
                     -40                       2.1721051
                     -35                       2.1721051
                     -30                       2.1721051
                     -25                       2.1721051
                     -20                       2.1721051
                     -15                       2.1721051
                     -10                       2.1721051
                      -5                       2.1721051
                       0                       2.1721051
                       5                       2.1721051
                      10                       2.1721051
                      15                       2.1721051
                      20                       2.1721051
                      25                       2.1721051
                      30                       2.1721051
                      35                       2.1721051
                      40                       2.1721051
                      45                       2.1721051
                      50                       2.1721051
                      55                       2.1721051
                      60                       2.1721051
                      65                       2.1721051
                      70                       2.1721051
                      75                       2.1721051
                      80                       2.1721051
                      85                       2.1721051
                      90                       2.1721051
                      95                       2.1721051
                     100                       2.1721051
                     105                       2.1721051
                     110                       2.1721051
                     115                       2.1721051
                     120                       2.1721051
                     125                       2.1721051
                     130                       2.1721051
                     135                       2.1721051
                     140                       2.1721051
                     145                       2.1721051
                     150                       2.1721051
                     155                       2.1721051
                     160                       2.1721051
                     165                       2.1721051
                     170                       2.1721051
                     175                       2.1721051
                     180                       2.1721051

