        Phi / deg                Directivity,Theta=90.0/
----------------------------------------------------------------------
                    -180                       -7.351634
                    -175                      -9.4867791
                    -170                      -12.224136
                    -165                      -15.489281
                    -160                      -17.175394
                    -155                      -14.719375
                    -150                      -11.400326
                    -145                      -8.6948419
                    -140                      -6.5641296
                    -135                      -4.8520437
                    -130                      -3.4478137
                    -125                      -2.2797111
                    -120                      -1.3007182
                    -115                     -0.47916168
                    -110                      0.20686093
                    -105                      0.77282928
                    -100                       1.2298739
                     -95                       1.5861046
                     -90                       1.8474889
                     -85                       2.0184637
                     -80                       2.1023146
                     -75                       2.1015014
                     -70                       2.0178572
                     -65                       1.8527455
                     -60                       1.6071765
                     -55                       1.2819002
                     -50                      0.87749436
                     -45                      0.39446849
                     -40                      -0.1665812
                     -35                      -0.8047089
                     -30                      -1.5181505
                     -25                      -2.3034821
                     -20                      -3.1541285
                     -15                       -4.057802
                     -10                      -4.9923573
                      -5                      -5.9198477
                       0                      -6.7801413
                       5                      -7.4894394
                      10                      -7.9541135
                      15                      -8.1046737
                      20                      -7.9320939
                      25                      -7.4916323
                      30                      -6.8703109
                      35                      -6.1504297
                      40                      -5.3924272
                      45                      -4.6346096
                      50                      -3.8992563
                      55                      -3.1987866
                      60                       -2.540135
                      65                      -1.9274197
                      70                      -1.3634293
                      75                     -0.85039118
                      80                     -0.39033668
                      85                     0.014746609
                      90                      0.36293317
                      95                      0.65208277
                     100                      0.88022708
                     105                       1.0452972
                     110                       1.1451589
                     115                       1.1775566
                     120                       1.1400253
                     125                       1.0297643
                     130                      0.84345899
                     135                      0.57703404
                     140                       0.2253121
                     145                     -0.21846395
                     150                     -0.76331049
                     155                      -1.4214935
                     160                      -2.2100157
                     165                      -3.1529298
                     170                      -4.2850704
                     175                      -5.6582675
                     180                       -7.351634

