        Phi / deg                Directivity,Theta=45.0/
----------------------------------------------------------------------
                    -180                      0.58857616
                    -175                       0.3895317
                    -170                      0.18515923
                    -165                    -0.016687761
                    -160                     -0.20720946
                    -155                     -0.37695177
                    -150                     -0.51633685
                    -145                     -0.61643759
                    -140                     -0.66992163
                    -135                     -0.67199668
                    -130                     -0.62112865
                    -125                     -0.51932539
                    -120                     -0.37189373
                    -115                     -0.18673885
                    -110                     0.026598478
                    -105                      0.25793433
                    -100                       0.4972815
                     -95                      0.73544654
                     -90                      0.96437773
                     -85                       1.1773788
                     -80                       1.3688611
                     -75                       1.5345958
                     -70                       1.6713979
                     -65                       1.7770348
                     -60                       1.8500976
                     -55                       1.8898847
                     -50                       1.8962987
                     -45                       1.8697585
                     -40                       1.8111234
                     -35                       1.7216291
                     -30                        1.602834
                     -25                       1.4565773
                     -20                       1.2849494
                     -15                       1.0902761
                     -10                      0.87512199
                      -5                      0.64231379
                       0                      0.39499034
                       5                      0.13670057
                      10                     -0.12858398
                      15                     -0.39618431
                      20                     -0.66068906
                      25                     -0.91580161
                      30                      -1.1542807
                      35                      -1.3680064
                      40                      -1.5482469
                      45                      -1.6861875
                      50                      -1.7737386
                      55                      -1.8045423
                      60                        -1.77499
                      65                      -1.6849867
                      70                      -1.5382219
                      75                      -1.3418443
                      80                      -1.1056292
                      85                     -0.84087346
                      90                     -0.55930515
                      95                     -0.27208611
                     100                     0.010621433
                     105                      0.28013309
                     110                       0.5292994
                     115                      0.75245946
                     120                      0.94531236
                     125                       1.1047554
                     130                       1.2287203
                     135                       1.3160262
                     140                       1.3662558
                     145                       1.3796619
                     150                       1.3571026
                     155                       1.3000072
                     160                       1.2103728
                     165                       1.0907915
                     170                      0.94450767
                     175                       0.7755026
                     180                      0.58857616

