        Phi / deg                Directivity,Theta=90.0/
----------------------------------------------------------------------
                    -180                      -11.138012
                    -175                      -15.271246
                    -170                      -23.037959
                    -165                      -25.417714
                    -160                       -16.32747
                    -155                      -11.812321
                    -150                      -8.8592253
                    -145                      -6.6784349
                    -140                      -4.9619906
                    -135                      -3.5598013
                    -130                      -2.3887159
                    -125                      -1.3988828
                    -120                     -0.55890339
                    -115                      0.15158488
                    -110                      0.74597971
                    -105                       1.2331193
                    -100                       1.6187918
                     -95                       1.9067298
                     -90                       2.0992914
                     -85                        2.197959
                     -80                       2.2036134
                     -75                       2.1168799
                     -70                       1.9382401
                     -65                       1.6681649
                     -60                       1.3071825
                     -55                       0.8558986
                     -50                      0.31497073
                     -45                     -0.31497007
                     -40                      -1.0334568
                     -35                      -1.8403925
                     -30                      -2.7363319
                     -25                       -3.722827
                     -20                      -4.8027774
                     -15                      -5.9805833
                     -10                      -7.2615204
                      -5                        -8.64875
                       0                      -10.133773
                       5                      -11.670211
                      10                      -13.113968
                      15                      -14.142482
                      20                      -14.330636
                      25                      -13.561637
                      30                      -12.182969
                      35                      -10.597647
                      40                      -9.0255833
                      45                      -7.5494521
                      50                      -6.1914012
                      55                       -4.952435
                      60                      -3.8278298
                      65                      -2.8124275
                      70                      -1.9021495
                      75                      -1.0941945
                      80                     -0.38683427
                      85                      0.22086776
                      90                      0.72934705
                      95                       1.1385716
                     100                       1.4483827
                     105                       1.6584167
                     110                       1.7681461
                     115                       1.7768276
                     120                       1.6833884
                     125                       1.4862385
                     130                       1.1829877
                     135                      0.77003066
                     140                      0.24194204
                     145                     -0.40942159
                     150                      -1.1962933
                     155                      -2.1371786
                     160                      -3.2605224
                     165                       -4.611305
                     170                       -6.264002
                     175                      -8.3511965
                     180                      -11.138012

