        Phi / deg                Directivity,Theta=135.0/
----------------------------------------------------------------------
                    -180                     -0.16325758
                    -175                     -0.26982664
                    -170                     -0.31988353
                    -165                       -0.307982
                    -160                      -0.2335114
                    -155                     -0.10067263
                    -150                     0.082359589
                    -145                      0.30479509
                    -140                      0.55469635
                    -135                      0.82021742
                    -130                       1.0904478
                    -125                        1.355857
                    -120                       1.6084299
                    -115                       1.8416053
                    -110                       2.0501175
                    -105                       2.2298086
                    -100                       2.3774501
                     -95                       2.4905948
                     -90                       2.5674625
                     -85                       2.6068877
                     -80                       2.6081839
                     -75                       2.5711966
                     -70                       2.4962571
                     -65                       2.3841787
                     -60                       2.2362566
                     -55                       2.0542678
                     -50                       1.8404686
                     -45                       1.5975873
                     -40                       1.3288093
                     -35                       1.0377561
                     -30                      0.72845771
                     -25                      0.40532264
                     -20                     0.073109621
                     -15                     -0.26309231
                     -10                     -0.59786854
                      -5                     -0.92546265
                       0                      -1.2397387
                       5                      -1.5341465
                      10                      -1.8016373
                      15                       -2.034716
                      20                      -2.2255656
                      25                      -2.3663606
                      30                      -2.4498214
                      35                           -2.47
                      40                      -2.4231963
                      45                      -2.3088043
                      50                      -2.1298422
                      55                      -1.8929746
                      60                      -1.6079865
                      65                      -1.2868429
                      70                     -0.94257428
                      75                     -0.58823277
                      80                     -0.23607868
                      85                      0.10294502
                      90                      0.41951648
                      95                      0.70584643
                     100                      0.95584266
                     105                       1.1648475
                     110                        1.329534
                     115                       1.4477782
                     120                       1.5185584
                     125                       1.5418917
                     130                       1.5188124
                     135                       1.4513973
                     140                       1.3428357
                     145                       1.1975455
                     150                       1.0213228
                     155                      0.82150263
                     160                      0.60708877
                     165                      0.38877833
                     170                      0.17878206
                     175                   -0.0096748613
                     180                     -0.16325758

