        Phi / deg                Directivity,Theta=135.0/
----------------------------------------------------------------------
                    -180                     -0.67337663
                    -175                     -0.74944318
                    -170                     -0.75547019
                    -165                     -0.68968413
                    -160                       -0.555934
                    -155                     -0.36293856
                    -150                     -0.12278705
                    -145                      0.15080617
                    -140                      0.44403581
                    -135                      0.74407979
                    -130                       1.0396819
                    -125                       1.3213448
                    -120                       1.5812748
                    -115                        1.813202
                    -110                       2.0121619
                    -105                       2.1742871
                    -100                       2.2966328
                     -95                       2.3770431
                     -90                       2.4140564
                     -85                       2.4068161
                     -80                       2.3551595
                     -75                       2.2594284
                     -70                       2.1206002
                     -65                       1.9402848
                     -60                       1.7207628
                     -55                       1.4650341
                     -50                       1.1768733
                     -45                      0.86088899
                     -40                      0.52257922
                     -35                      0.16837626
                     -30                     -0.19433533
                     -25                      -0.5572456
                     -20                     -0.91121655
                     -15                      -1.2464776
                     -10                      -1.5529442
                      -5                      -1.8206709
                       0                      -2.0404255
                       5                      -2.2043791
                      10                      -2.3065681
                      15                      -2.3436377
                      20                      -2.3149857
                      25                      -2.2228103
                      30                      -2.0718529
                      35                      -1.8689348
                      40                      -1.6223818
                      45                      -1.3414331
                      50                      -1.0357081
                      55                     -0.71477065
                      60                     -0.38780309
                      65                    -0.063382322
                      70                      0.25066038
                      75                      0.54731515
                      80                      0.82042387
                      85                       1.0646804
                      90                       1.2756471
                      95                       1.4495838
                     100                       1.5836554
                     105                       1.6757392
                     110                       1.7244594
                     115                       1.7291887
                     120                       1.6900702
                     125                        1.608063
                     130                       1.4850195
                     135                       1.3237974
                     140                       1.1284127
                     145                      0.90422772
                     150                      0.65816373
                     155                      0.39890033
                     160                      0.13699734
                     165                     -0.11516684
                     170                     -0.34377683
                     175                     -0.53441343
                     180                     -0.67337663

