        Phi / deg                Directivity,Theta=90.0/
----------------------------------------------------------------------
                    -180                      -9.8320618
                    -175                      -11.294453
                    -170                      -11.843018
                    -165                      -11.083592
                    -160                      -9.5155372
                    -155                      -7.7782198
                    -150                      -6.1580284
                    -145                      -4.7252887
                    -140                      -3.4776718
                    -135                      -2.3956888
                    -130                       -1.459362
                    -125                      -0.6523079
                    -120                     0.037880752
                    -115                      0.62021029
                    -110                       1.1010044
                    -105                       1.4845423
                    -100                       1.7735746
                     -95                       1.9697253
                     -90                       2.0737974
                     -85                       2.0860209
                     -80                       2.0061746
                     -75                       1.8337312
                     -70                        1.567917
                     -65                       1.2077467
                     -60                      0.75203077
                     -55                       0.1993763
                     -50                      -0.4517887
                     -45                      -1.2031003
                     -40                      -2.0559206
                     -35                      -3.0105011
                     -30                      -4.0640913
                     -25                      -5.2068986
                     -20                      -6.4139714
                     -15                      -7.6305577
                     -10                      -8.7517222
                      -5                      -9.6128115
                       0                      -10.033902
                       5                      -9.9321316
                      10                      -9.3895377
                      15                      -8.5791889
                      20                      -7.6550884
                      25                      -6.7119003
                      30                      -5.7961682
                      35                      -4.9267978
                      40                      -4.1094643
                      45                       -3.344525
                      50                      -2.6308903
                      55                      -1.9677346
                      60                      -1.3551185
                      65                     -0.79408598
                      70                     -0.28652426
                      75                      0.16505893
                      80                      0.55776427
                      85                      0.88849729
                      90                       1.1541494
                      95                       1.3515462
                     100                       1.4777627
                     105                       1.5299191
                     110                       1.5052093
                     115                       1.4008218
                     120                       1.2138164
                     125                      0.94094734
                     130                      0.57842159
                     135                      0.12157626
                     140                     -0.43554475
                     145                      -1.1007351
                     150                      -1.8842969
                     155                      -2.7997818
                     160                      -3.8645307
                     165                      -5.0990356
                     170                      -6.5218629
                     175                      -8.1296468
                     180                      -9.8320618

