        Phi / deg                Directivity,Theta=135.0/
----------------------------------------------------------------------
                    -180                     -0.80603647
                    -175                     -0.88920022
                    -170                     -0.90099208
                    -165                     -0.83924062
                    -160                      -0.7075309
                    -155                     -0.51449635
                    -150                     -0.27231339
                    -145                    0.0050885931
                    -140                      0.30361982
                    -135                      0.61015492
                    -130                      0.91314884
                    -125                       1.2028457
                    -120                       1.4712273
                    -115                       1.7118304
                    -110                       1.9195223
                    -105                       2.0902874
                    -100                       2.2210482
                     -95                       2.3095277
                     -90                        2.354154
                     -85                       2.3539772
                     -80                       2.3087348
                     -75                        2.218697
                     -70                       2.0847826
                     -65                       1.9085648
                     -60                       1.6923172
                     -55                       1.4390714
                     -50                       1.1526848
                     -45                      0.83791306
                     -40                        0.500481
                     -35                      0.14714027
                     -30                      -0.2143052
                     -25                      -0.5750312
                     -20                     -0.92531598
                     -15                      -1.2547893
                     -10                      -1.5528365
                      -5                      -1.8091633
                       0                      -2.0144885
                       5                      -2.1613221
                      10                      -2.2444774
                      15                      -2.2617239
                      20                      -2.2138069
                      25                      -2.1042893
                      30                      -1.9390957
                      35                      -1.7258991
                      40                      -1.4734737
                      45                      -1.1911107
                      50                     -0.88815052
                      55                     -0.57364253
                      60                     -0.25611917
                      65                     0.056540076
                      70                      0.35718149
                      75                      0.63940806
                      80                       0.8975846
                      85                       1.1268284
                      90                       1.3230235
                      95                       1.4826728
                     100                       1.6030907
                     105                       1.6822437
                     110                       1.7187908
                     115                       1.7120973
                     120                       1.6622648
                     125                       1.5701853
                     130                       1.4376238
                     135                       1.2673359
                     140                       1.0632234
                     145                      0.83052919
                     150                      0.57605574
                     155                      0.30837726
                     160                     0.037979663
                     165                     -0.22277517
                     170                      -0.4600005
                     175                     -0.65909087
                     180                     -0.80603647

