        Phi / deg                Directivity,Theta=45.0/
----------------------------------------------------------------------
                    -180                     -0.42254495
                    -175                     -0.55260813
                    -170                     -0.63383583
                    -165                     -0.66028399
                    -160                     -0.62938513
                    -155                     -0.54240817
                    -150                     -0.40433472
                    -145                     -0.22319009
                    -140                   -0.0090306964
                    -135                       0.2271461
                    -130                      0.47434723
                    -125                      0.72226606
                    -120                      0.96168497
                    -115                       1.1846467
                    -110                       1.3844667
                    -105                       1.5556543
                    -100                       1.6937959
                     -95                       1.7954318
                     -90                       1.8579497
                     -85                       1.8794972
                     -80                       1.8589514
                     -75                       1.7958574
                     -70                        1.690466
                     -65                       1.5437688
                     -60                        1.357574
                     -55                       1.1346182
                     -50                      0.87871192
                     -45                      0.59491368
                     -40                      0.28971678
                     -35                    -0.028783835
                     -30                       -0.350801
                     -25                     -0.66492511
                     -20                     -0.95845835
                     -15                      -1.2181084
                     -10                      -1.4310719
                      -5                      -1.5864072
                       0                      -1.6764286
                       5                      -1.6977016
                      10                      -1.6516032
                      15                      -1.5435499
                      20                      -1.3821499
                      25                      -1.1777778
                      30                     -0.94129111
                      35                     -0.68306298
                      40                     -0.41240219
                      45                     -0.13731149
                      50                      0.13551648
                      55                      0.40056823
                      60                      0.65332229
                      65                      0.89005691
                      70                       1.1076799
                      75                       1.3035922
                      80                       1.4755866
                      85                       1.6217793
                      90                       1.7406137
                      95                       1.8306716
                     100                       1.8909153
                     105                       1.9205451
                     110                       1.9190616
                     115                       1.8862999
                     120                       1.8224754
                     125                       1.7282394
                     130                       1.6047486
                     135                       1.4537496
                     140                       1.2776793
                     145                       1.0797842
                     150                       0.8642512
                     155                      0.63634153
                     160                      0.40250329
                     165                      0.17042387
                     170                    -0.051035207
                     175                     -0.25209198
                     180                     -0.42254495

