        Phi / deg                Directivity,Theta=90.0/
----------------------------------------------------------------------
                    -180                      -3.0948269
                    -175                      -3.9246611
                    -170                      -4.8274215
                    -165                      -5.7624453
                    -160                      -6.6472113
                    -155                       -7.342806
                    -150                      -7.6766859
                    -145                      -7.5336783
                    -140                      -6.9474968
                    -135                      -6.0714673
                    -130                      -5.0706008
                    -125                      -4.0590149
                    -120                      -3.0984549
                    -115                      -2.2168591
                    -110                      -1.4242081
                    -105                     -0.72195317
                    -100                     -0.10789869
                     -95                      0.42144969
                     -90                      0.86983089
                     -85                       1.2408639
                     -80                       1.5377641
                     -75                       1.7635643
                     -70                       1.9210897
                     -65                       2.0130714
                     -60                       2.0422307
                     -55                       2.0113429
                     -50                       1.9232733
                     -45                       1.7809782
                     -40                       1.5874676
                     -35                       1.3457248
                     -30                        1.058579
                     -25                      0.72852989
                     -20                       0.3575221
                     -15                    -0.053330207
                     -10                     -0.50406979
                      -5                     -0.99627815
                       0                      -1.5335261
                       5                      -2.1219484
                      10                      -2.7708769
                      15                      -3.4939085
                      20                      -4.3103338
                      25                      -5.2474885
                      30                      -6.3447575
                      35                      -7.6608672
                      40                      -9.2881586
                      45                      -11.382788
                      50                      -14.231907
                      55                      -18.350137
                      60                      -22.850272
                      65                      -19.543387
                      70                      -14.723818
                      75                       -11.32539
                      80                      -8.8251287
                      85                      -6.8865732
                      90                      -5.3328769
                      95                      -4.0645368
                     100                      -3.0206308
                     105                       -2.161861
                     110                       -1.461543
                     115                     -0.90084652
                     120                      -0.4660735
                     125                     -0.14703193
                     130                     0.063965419
                     135                      0.17272569
                     140                       0.1835637
                     145                     0.099535962
                     150                    -0.077424179
                     155                     -0.34642674
                     160                     -0.70755424
                     165                      -1.1617329
                     170                      -1.7104276
                     175                      -2.3549343
                     180                      -3.0948269

