        Phi / deg                Directivity,Theta=45.0/
----------------------------------------------------------------------
                    -180                     -0.39998292
                    -175                     -0.53583566
                    -170                     -0.62476675
                    -165                     -0.65814265
                    -160                     -0.63086498
                    -155                     -0.54226598
                    -150                     -0.39628214
                    -145                      -0.2008429
                    -140                     0.033317275
                    -135                      0.29405864
                    -130                      0.56910312
                    -125                       0.8469636
                    -120                       1.1174889
                    -115                       1.3720846
                    -110                       1.6037107
                    -105                       1.8067549
                    -100                       1.9768533
                     -95                       2.1107054
                     -90                       2.2059085
                     -85                       2.2608848
                     -80                       2.2745559
                     -75                        2.246576
                     -70                       2.1771036
                     -65                       2.0668299
                     -60                        1.916986
                     -55                       1.7293742
                     -50                       1.5064184
                     -45                       1.2512361
                     -40                      0.96772639
                     -35                      0.66067022
                     -30                      0.33583234
                     -25                   4.6658519e-05
                     -20                     -0.33874354
                     -15                     -0.67153054
                     -10                     -0.98842137
                      -5                      -1.2789988
                       0                      -1.5328909
                       5                      -1.7404252
                      10                      -1.8939211
                      15                      -1.9878228
                      20                      -2.0197344
                      25                      -1.9904896
                      30                      -1.9039165
                      35                       -1.766254
                      40                      -1.5853793
                      45                      -1.3700204
                      50                      -1.1290881
                      55                     -0.87118774
                      60                      -0.6043161
                      65                     -0.33570934
                      70                    -0.071796934
                      75                      0.18178063
                      80                      0.42012203
                      85                      0.63900443
                      90                      0.83485694
                      95                       1.0045978
                     100                       1.1457317
                     105                       1.2562437
                     110                       1.3345954
                     115                        1.379719
                     120                       1.3910249
                     125                       1.3684254
                     130                       1.3123755
                     135                       1.2239373
                     140                        1.104869
                     145                      0.95774342
                     150                      0.78609639
                     155                      0.59459812
                     160                      0.38923247
                     165                      0.17744806
                     170                    -0.031778225
                     175                     -0.22805229
                     180                     -0.39998292

