        Phi / deg                Directivity,Theta=135.0/
----------------------------------------------------------------------
                    -180                      0.75746078
                    -175                      0.76991624
                    -170                      0.76450141
                    -165                       0.7405374
                    -160                      0.69766024
                    -155                      0.63586304
                    -150                      0.55555691
                    -145                      0.45765019
                    -140                      0.34364282
                    -135                       0.2157296
                    -130                     0.076900559
                    -125                    -0.068980501
                    -120                     -0.21714637
                    -115                      -0.3619805
                    -110                     -0.49719239
                    -105                     -0.61614405
                    -100                     -0.71233352
                     -95                     -0.77999978
                     -90                     -0.81476307
                     -85                     -0.81415123
                     -80                     -0.77800929
                     -75                      -0.7084214
                     -70                     -0.60947034
                     -65                     -0.48669754
                     -60                     -0.34646207
                     -55                     -0.19531879
                     -50                    -0.039509789
                     -45                      0.11538727
                     -40                      0.26465418
                     -35                      0.40449773
                     -30                       0.5320228
                     -25                      0.64514883
                     -20                      0.74249804
                     -15                      0.82327561
                     -10                      0.88715441
                      -5                      0.93417143
                       0                      0.96463933
                       5                      0.97905236
                      10                      0.97809852
                      15                      0.96254061
                      20                      0.93322569
                      25                      0.89106783
                      30                      0.83704959
                      35                      0.77223659
                      40                      0.69780412
                      45                      0.61507406
                      50                      0.52555847
                      55                      0.43100479
                      60                       0.3334352
                      65                       0.2351707
                      70                      0.13882882
                      75                     0.047283864
                      80                    -0.036419365
                      85                     -0.10920243
                      90                     -0.16810069
                      95                     -0.21060169
                     100                     -0.23470776
                     105                     -0.23921636
                     110                     -0.22383784
                     115                      -0.1892461
                     120                     -0.13703606
                     125                     -0.06959654
                     130                     0.010077645
                     135                     0.098602423
                     140                      0.19241839
                     145                      0.28797732
                     150                      0.38188678
                     155                      0.47100885
                     160                      0.55251649
                     165                       0.6239162
                     170                      0.68304738
                     175                      0.72806873
                     180                      0.75746078

