        Phi / deg                Directivity,Theta=135.0/
----------------------------------------------------------------------
                    -180                      0.88722992
                    -175                      0.74943276
                    -170                      0.58697722
                    -165                      0.40328099
                    -160                      0.20292176
                    -155                   -0.0081027351
                    -150                     -0.22216033
                    -145                     -0.42990195
                    -140                     -0.62043011
                    -135                     -0.78184775
                    -130                     -0.90227044
                    -125                     -0.97125419
                    -120                      -0.9813906
                    -115                     -0.92964252
                    -110                     -0.81797356
                    -105                     -0.65303516
                    -100                     -0.44502405
                     -95                     -0.20610458
                     -90                     0.051144525
                     -85                       0.3149789
                     -80                      0.57503319
                     -75                      0.82294712
                     -70                       1.0521541
                     -65                       1.2577736
                     -60                       1.4363642
                     -55                       1.5856583
                     -50                       1.7043139
                     -45                       1.7916965
                     -40                       1.8476961
                     -35                       1.8725766
                     -30                       1.8668549
                     -25                        1.831207
                     -20                       1.7663984
                     -15                       1.6732394
                     -10                       1.5525657
                      -5                       1.4052479
                       0                       1.2322325
                       5                       1.0346535
                      10                      0.81381031
                      15                      0.57156153
                      20                      0.31038115
                      25                     0.033665123
                      30                     -0.25396868
                      35                     -0.54637513
                      40                     -0.83563044
                      45                      -1.1119324
                      50                      -1.3637876
                      55                      -1.5786321
                      60                      -1.7439752
                      65                      -1.8489983
                      70                      -1.8863097
                      75                      -1.8533554
                      80                      -1.7529944
                      85                      -1.5930159
                      90                      -1.3847243
                      95                      -1.1414483
                     100                       -0.876483
                     105                      -0.6021874
                     110                     -0.32922086
                     115                    -0.066300997
                     120                      0.17974082
                     125                      0.40374316
                     130                      0.60193709
                     135                      0.77166824
                     140                      0.91114935
                     145                       1.0192553
                     150                       1.0953632
                     155                       1.1392352
                     160                       1.1509419
                     165                       1.1308237
                     170                       1.0794904
                     175                      0.99786001
                     180                      0.88722992

