        Phi / deg                Directivity,Theta=135.0/
----------------------------------------------------------------------
                    -180                      0.88035835
                    -175                      0.81980636
                    -170                      0.74326473
                    -165                      0.65298311
                    -160                       0.5515421
                    -155                      0.44189808
                    -150                       0.3274324
                    -145                      0.21199043
                    -140                     0.099890063
                    -135                   -0.0041253839
                    -130                    -0.095016719
                    -125                     -0.16768171
                    -120                     -0.21729591
                    -115                     -0.23973882
                    -110                     -0.23204929
                    -105                     -0.19282674
                    -100                     -0.12248723
                     -95                    -0.023306791
                     -90                      0.10076717
                     -85                      0.24454345
                     -80                      0.40194379
                     -75                       0.5666702
                     -70                      0.73259928
                     -65                      0.89413807
                     -60                       1.0464512
                     -55                       1.1855744
                     -50                       1.3084367
                     -45                       1.4128173
                     -40                       1.4972612
                     -35                       1.5609728
                     -30                       1.6036997
                     -25                       1.6256188
                     -20                       1.6272274
                     -15                       1.6092465
                     -10                       1.5725367
                      -5                       1.5180302
                       0                       1.4466802
                       5                       1.3594292
                      10                       1.2571948
                      15                       1.1409162
                      20                       1.0115658
                      25                      0.87023417
                      30                      0.71823167
                      35                      0.55721765
                      40                      0.38934885
                      45                       0.2174343
                      50                     0.045074269
                      55                     -0.12325051
                      60                     -0.28218328
                      65                     -0.42563935
                      70                     -0.54714008
                      75                     -0.64034636
                      80                     -0.69975236
                      85                     -0.72143268
                      90                     -0.70368687
                      95                     -0.64733763
                     100                      -0.5558936
                     105                     -0.43498298
                     110                     -0.29173699
                     115                     -0.13401067
                     120                     0.030343771
                     125                      0.19404442
                     130                      0.35074826
                     135                      0.49523357
                     140                      0.62343698
                     145                      0.73239361
                     150                      0.82012253
                     155                      0.88548986
                     160                      0.92807095
                     165                      0.94802453
                     170                      0.94598629
                     175                      0.92298517
                     180                      0.88035835

