        Phi / deg                Directivity,Theta=135.0/
----------------------------------------------------------------------
                    -180                      0.10934477
                    -175                    -0.029289492
                    -170                     -0.11764882
                    -165                     -0.14872254
                    -160                     -0.11966621
                    -155                    -0.032144187
                    -150                      0.10807285
                    -145                      0.29211364
                    -140                      0.50929724
                    -135                      0.74837245
                    -130                      0.99847932
                    -125                        1.249755
                    -120                       1.4936198
                    -115                       1.7228322
                    -110                       1.9314083
                    -105                        2.114479
                    -100                       2.2681362
                     -95                       2.3892936
                     -90                       2.4755755
                     -85                       2.5252587
                     -80                         2.53714
                     -75                       2.5105927
                     -70                       2.4455043
                     -65                       2.3422767
                     -60                       2.2018246
                     -55                       2.0255766
                     -50                       1.8154749
                     -45                       1.5739733
                     -40                        1.304031
                     -35                       1.0091029
                     -30                      0.69312878
                     -25                      0.36052294
                     -20                     0.016170289
                     -15                     -0.33456649
                     -10                     -0.68582264
                      -5                       -1.031187
                       0                      -1.3636409
                       5                       -1.675511
                      10                      -1.9584044
                      15                       -2.203306
                      20                       -2.400814
                      25                      -2.5416291
                      30                      -2.6173444
                      35                      -2.6214839
                      40                      -2.5506114
                      45                      -2.4052229
                      50                      -2.1901286
                      55                      -1.9141609
                      60                      -1.5892723
                      65                      -1.2292754
                      70                     -0.84854655
                      75                     -0.46094481
                      80                    -0.079068915
                      85                      0.28614886
                      90                      0.62560357
                      95                      0.93189033
                     100                       1.1993056
                     105                       1.4235862
                     110                       1.6017638
                     115                       1.7320196
                     120                       1.8135723
                     125                       1.8466056
                     130                        1.832236
                     135                       1.7725242
                     140                       1.6705271
                     145                       1.5303907
                     150                       1.3574751
                     155                       1.1584955
                     160                      0.94164685
                     165                      0.71665784
                     170                      0.49469579
                     175                      0.28802582
                     180                      0.10934477

