        Phi / deg                Directivity,Theta=0.0/
----------------------------------------------------------------------
                    -180                       2.0144059
                    -175                       2.0144059
                    -170                       2.0144059
                    -165                       2.0144059
                    -160                       2.0144059
                    -155                       2.0144059
                    -150                       2.0144059
                    -145                       2.0144059
                    -140                       2.0144059
                    -135                       2.0144059
                    -130                       2.0144059
                    -125                       2.0144059
                    -120                       2.0144059
                    -115                       2.0144059
                    -110                       2.0144059
                    -105                       2.0144059
                    -100                       2.0144059
                     -95                       2.0144059
                     -90                       2.0144059
                     -85                       2.0144059
                     -80                       2.0144059
                     -75                       2.0144059
                     -70                       2.0144059
                     -65                       2.0144059
                     -60                       2.0144059
                     -55                       2.0144059
                     -50                       2.0144059
                     -45                       2.0144059
                     -40                       2.0144059
                     -35                       2.0144059
                     -30                       2.0144059
                     -25                       2.0144059
                     -20                       2.0144059
                     -15                       2.0144059
                     -10                       2.0144059
                      -5                       2.0144059
                       0                       2.0144059
                       5                       2.0144059
                      10                       2.0144059
                      15                       2.0144059
                      20                       2.0144059
                      25                       2.0144059
                      30                       2.0144059
                      35                       2.0144059
                      40                       2.0144059
                      45                       2.0144059
                      50                       2.0144059
                      55                       2.0144059
                      60                       2.0144059
                      65                       2.0144059
                      70                       2.0144059
                      75                       2.0144059
                      80                       2.0144059
                      85                       2.0144059
                      90                       2.0144059
                      95                       2.0144059
                     100                       2.0144059
                     105                       2.0144059
                     110                       2.0144059
                     115                       2.0144059
                     120                       2.0144059
                     125                       2.0144059
                     130                       2.0144059
                     135                       2.0144059
                     140                       2.0144059
                     145                       2.0144059
                     150                       2.0144059
                     155                       2.0144059
                     160                       2.0144059
                     165                       2.0144059
                     170                       2.0144059
                     175                       2.0144059
                     180                       2.0144059

