        Phi / deg                Directivity,Theta=90.0/
----------------------------------------------------------------------
                    -180                       -7.524865
                    -175                      -9.7590677
                    -170                       -12.55018
                    -165                      -15.439308
                    -160                      -15.832673
                    -155                      -13.107396
                    -150                      -10.133384
                    -145                      -7.7044494
                    -140                      -5.7599078
                    -135                      -4.1772889
                    -130                      -2.8671414
                    -125                      -1.7695108
                    -120                     -0.84402663
                    -115                    -0.062941028
                    -110                      0.59322737
                    -105                       1.1384148
                    -100                       1.5827566
                     -95                       1.9337417
                     -90                       2.1970041
                     -85                       2.3769404
                     -80                       2.4769352
                     -75                       2.4998859
                     -70                       2.4483164
                     -65                       2.3245799
                     -60                       2.1309945
                     -55                       1.8699405
                     -50                       1.5439217
                     -45                       1.1555872
                     -40                      0.70771031
                     -35                      0.20311443
                     -30                     -0.35546263
                     -25                     -0.96557789
                     -20                      -1.6253751
                     -15                      -2.3339634
                     -10                      -3.0918758
                      -5                      -3.9015768
                       0                      -4.7679429
                       5                      -5.6985295
                      10                      -6.7032438
                      15                      -7.7922725
                      20                      -8.9698677
                      25                       -10.21766
                      30                      -11.455685
                      35                      -12.475234
                      40                      -12.918002
                      45                       -12.50539
                      50                       -11.36444
                      55                      -9.8765343
                      60                      -8.3366023
                      65                      -6.8836338
                      70                      -5.5654923
                      75                      -4.3916484
                      80                      -3.3580321
                      85                      -2.4569046
                      90                      -1.6803231
                      95                      -1.0217234
                     100                     -0.47544767
                     105                    -0.037194888
                     110                      0.29625768
                     115                      0.52716594
                     120                      0.65687818
                     125                      0.68582694
                     130                      0.61344207
                     135                      0.43796998
                     140                      0.15617421
                     145                     -0.23712356
                     150                     -0.74973084
                     155                      -1.3931151
                     160                      -2.1839753
                     165                      -3.1466964
                     170                      -4.3172716
                     175                      -5.7496076
                     180                       -7.524865

