        Phi / deg                Directivity,Theta=135.0/
----------------------------------------------------------------------
                    -180                     -0.37279896
                    -175                      -0.5033431
                    -170                     -0.57967698
                    -165                     -0.59373675
                    -160                     -0.54207354
                    -155                     -0.42638531
                    -150                     -0.25313008
                    -145                    -0.032364658
                    -140                      0.22379767
                    -135                      0.50267725
                    -130                        0.792173
                    -125                        1.081465
                    -120                       1.3613246
                    -115                       1.6241485
                    -110                       1.8638344
                    -105                       2.0755893
                    -100                       2.2557288
                     -95                       2.4014967
                     -90                       2.5109191
                     -85                       2.5827121
                     -80                       2.6161607
                     -75                        2.611078
                     -70                       2.5677902
                     -65                       2.4871024
                     -60                       2.3702853
                     -55                       2.2190647
                     -50                       2.0356122
                     -45                       1.8225332
                     -40                       1.5828507
                     -35                       1.3199853
                     -30                       1.0377311
                     -25                      0.74023086
                     -20                      0.43195285
                     -15                      0.11767522
                     -10                     -0.19751766
                      -5                     -0.50822362
                       0                     -0.80869664
                       5                      -1.0927773
                      10                      -1.3540487
                      15                      -1.5855762
                      20                      -1.7802525
                      25                      -1.9310115
                      30                      -2.0312849
                      35                      -2.0756332
                      40                       -2.060478
                      45                      -1.9847906
                      50                      -1.8505576
                      55                       -1.662872
                      60                      -1.4295992
                      65                      -1.1606902
                      70                     -0.86730672
                      75                     -0.56094421
                      80                     -0.25269632
                      85                     0.047269871
                      90                      0.33010605
                      95                      0.58810513
                     100                      0.81515076
                     105                        1.006374
                     110                       1.1581231
                     115                       1.2678628
                     120                       1.3340887
                     125                       1.3562672
                     130                       1.3348109
                     135                        1.271093
                     140                       1.1675051
                     145                       1.0275608
                     150                      0.85604047
                     155                      0.65916611
                     160                      0.44477584
                     165                      0.22244458
                     170                    0.0034634134
                     175                     -0.19943828
                     180                     -0.37279896

