        Phi / deg                Directivity,Theta=90.0/
----------------------------------------------------------------------
                    -180                      -7.5641446
                    -175                      -10.077827
                    -170                      -13.678992
                    -165                      -19.577698
                    -160                      -24.029812
                    -155                       -16.51594
                    -150                      -11.799068
                    -145                       -8.708615
                    -140                      -6.4480522
                    -135                      -4.6883903
                    -130                      -3.2676833
                    -125                      -2.0956637
                    -120                      -1.1176304
                    -115                     -0.29848115
                    -110                      0.38521871
                    -105                      0.94954237
                    -100                       1.4057106
                     -95                       1.7616383
                     -90                        2.022933
                     -85                       2.1935825
                     -80                       2.2763396
                     -75                       2.2731391
                     -70                         2.18526
                     -65                       2.0134825
                     -60                       1.7581742
                     -55                       1.4193243
                     -50                      0.99652931
                     -45                      0.48893128
                     -40                     -0.10489554
                     -35                     -0.78710932
                     -30                      -1.5608139
                     -25                      -2.4302979
                     -20                      -3.4012274
                     -15                      -4.4805847
                     -10                      -5.6757992
                      -5                      -6.9916255
                       0                      -8.4210956
                       5                      -9.9220087
                      10                       -11.36545
                      15                      -12.465915
                      20                      -12.833175
                      25                       -12.31275
                      30                       -11.17765
                      35                      -9.8058537
                      40                      -8.4250039
                      45                      -7.1266046
                      50                      -5.9361408
                      55                      -4.8542719
                      60                      -3.8742892
                      65                      -2.9885874
                      70                      -2.1907575
                      75                      -1.4760409
                      80                     -0.84121383
                      85                     -0.28431116
                      90                      0.19568878
                      95                      0.59899742
                     100                       0.9253536
                     105                       1.1740565
                     110                        1.344057
                     115                       1.4339737
                     120                       1.4420543
                     125                       1.3660771
                     130                       1.2031829
                     135                      0.94961999
                     140                      0.60036912
                     145                       0.1486001
                     150                     -0.41513041
                     155                      -1.1040935
                     160                      -1.9373013
                     165                      -2.9426758
                     170                      -4.1626357
                     175                      -5.6647531
                     180                      -7.5641446

