        Phi / deg                Directivity,Theta=135.0/
----------------------------------------------------------------------
                    -180                     0.035621668
                    -175                     -0.19645265
                    -170                     -0.41153909
                    -165                     -0.59610909
                    -160                     -0.73631966
                    -155                     -0.81958899
                    -150                     -0.83648371
                    -145                     -0.78243054
                    -140                      -0.6586728
                    -135                     -0.47209968
                    -130                     -0.23401186
                    -125                     0.041718392
                    -120                      0.34050973
                    -115                      0.64852996
                    -110                      0.95358909
                    -105                       1.2455201
                    -100                       1.5161984
                     -95                       1.7593568
                     -90                       1.9703164
                     -85                       2.1457418
                     -80                       2.2832512
                     -75                       2.3814176
                     -70                       2.4394676
                     -65                       2.4571949
                     -60                       2.4348739
                     -55                       2.3732016
                     -50                       2.2732634
                     -45                       2.1365174
                     -40                       1.9647963
                     -35                       1.7603249
                     -30                       1.5257528
                     -25                       1.2642045
                     -20                      0.97934667
                     -15                      0.67547384
                     -10                      0.35761061
                      -5                     0.031623187
                       0                     -0.29567523
                       5                     -0.61638239
                      10                     -0.92180131
                      15                      -1.2021698
                      20                      -1.4473064
                      25                      -1.6471625
                      30                      -1.7926966
                      35                      -1.8768964
                      40                      -1.8957481
                      45                      -1.8488968
                      50                      -1.7397939
                      55                      -1.5752759
                      60                      -1.3646954
                      65                      -1.1188446
                      70                     -0.84891999
                      75                     -0.56570138
                      80                     -0.27901146
                      85                    0.0025624153
                      90                      0.27173079
                      95                      0.52250831
                     100                      0.75000484
                     105                      0.95033899
                     110                       1.1204775
                     115                       1.2581068
                     120                        1.361527
                     125                       1.4295726
                     130                        1.461559
                     135                       1.4572561
                     140                       1.4168902
                     145                       1.3411771
                     150                       1.2313897
                     155                       1.0894673
                     160                      0.91817004
                     165                      0.72128265
                     170                      0.50386248
                     175                      0.27251213
                     180                     0.035621668

