        Phi / deg                Directivity,Theta=45.0/
----------------------------------------------------------------------
                    -180                     -0.39487228
                    -175                     -0.50499143
                    -170                     -0.55933796
                    -165                     -0.55260466
                    -160                     -0.48371725
                    -155                     -0.35605482
                    -150                     -0.17694238
                    -145                     0.043414733
                    -140                      0.29323155
                    -135                      0.56035827
                    -130                      0.83320491
                    -125                       1.1013149
                    -120                       1.3556305
                    -115                       1.5885387
                    -110                       1.7937877
                    -105                       1.9663445
                    -100                       2.1022403
                     -95                       2.1984292
                     -90                       2.2526739
                     -85                       2.2634808
                     -80                       2.2299854
                     -75                       2.1519946
                     -70                       2.0299563
                     -65                       1.8649928
                     -60                       1.6589565
                     -55                       1.4145101
                     -50                       1.1352355
                     -45                      0.82576479
                     -40                      0.49192772
                     -35                      0.14089722
                     -30                     -0.21870016
                     -25                     -0.57676067
                     -20                     -0.92183928
                     -15                       -1.241527
                     -10                       -1.523134
                      -5                       -1.754681
                       0                      -1.9260904
                       5                       -2.030337
                      10                      -2.0643468
                      15                      -2.0291474
                      20                      -1.9295757
                      25                       -1.773364
                      30                      -1.5700165
                      35                      -1.3297364
                      40                      -1.0625874
                      45                     -0.77795689
                      50                     -0.48428975
                      55                     -0.18901895
                      60                      0.10138661
                      65                      0.38132001
                      70                      0.64592211
                      75                      0.89097812
                      80                        1.112835
                      85                       1.3083415
                      90                       1.4748496
                      95                       1.6100363
                     100                        1.712125
                     105                       1.7797406
                     110                       1.8119617
                     115                       1.8083469
                     120                       1.7689727
                     125                       1.6944858
                     130                       1.5861724
                     135                       1.4460477
                     140                       1.2769692
                     145                       1.0827725
                     150                      0.86842517
                     155                      0.64018234
                     160                      0.40571087
                     165                      0.17412832
                     170                    -0.044122869
                     175                      -0.2376582
                     180                     -0.39487228

