        Phi / deg                Directivity,Theta=135.0/
----------------------------------------------------------------------
                    -180                      0.88934252
                    -175                      0.75866579
                    -170                       0.6025728
                    -165                      0.42399399
                    -160                      0.22691712
                    -155                     0.016651299
                    -150                      -0.1999295
                    -145                     -0.41423492
                    -140                     -0.61600555
                    -135                     -0.79368866
                    -130                     -0.93525389
                    -125                      -1.0294663
                    -120                      -1.0674564
                    -115                      -1.0442225
                    -110                     -0.95960132
                    -105                     -0.81835569
                    -100                     -0.62934251
                     -95                     -0.40406001
                     -90                     -0.15503518
                     -85                      0.10558845
                     -80                      0.36681519
                     -75                       0.6195514
                     -70                      0.85652366
                     -65                        1.072225
                     -60                       1.2626898
                     -55                       1.4252285
                     -50                       1.5581681
                     -45                       1.6606187
                     -40                       1.7322751
                     -35                       1.7732521
                     -30                       1.7839529
                     -25                       1.7649652
                     -20                       1.7169849
                     -15                       1.6407653
                     -10                       1.5370926
                      -5                         1.40679
                       0                       1.2507527
                       5                       1.0700483
                      10                      0.86589349
                      15                      0.64002082
                      20                      0.39472314
                      25                      0.13313572
                      30                      -0.1404894
                      35                     -0.42050123
                      40                     -0.69960996
                      45                     -0.96877195
                      50                      -1.2173159
                      55                      -1.4334411
                      60                      -1.6051798
                      65                      -1.7217964
                      70                      -1.7753969
                      75                      -1.7623352
                      80                      -1.6839571
                      85                      -1.5464087
                      90                      -1.3595045
                      95                      -1.1355067
                     100                     -0.88703059
                     105                      -0.6261658
                     110                     -0.36359142
                     115                     -0.10822303
                     120                      0.13282303
                     125                      0.35407599
                     130                      0.55146989
                     135                      0.72208306
                     140                      0.86389534
                     145                      0.97558039
                     150                       1.0563388
                     155                        1.105772
                     160                       1.1237951
                     165                       1.1105877
                     170                        1.066581
                     175                      0.99248375
                     180                      0.88934252

