        Phi / deg                Directivity,Theta=90.0/
----------------------------------------------------------------------
                    -180                      -8.8346522
                    -175                      -11.315333
                    -170                      -13.924785
                    -165                      -14.926324
                    -160                      -13.050686
                    -155                      -10.334961
                    -150                      -7.9447883
                    -145                      -5.9879861
                    -140                      -4.3829997
                    -135                      -3.0496921
                    -130                      -1.9297367
                    -125                     -0.98251038
                    -120                     -0.17965988
                    -115                       0.4988377
                    -110                        1.067293
                    -105                       1.5360395
                    -100                       1.9126072
                     -95                       2.2025409
                     -90                       2.4099889
                     -85                       2.5382117
                     -80                       2.5896884
                     -75                       2.5666553
                     -70                       2.4711624
                     -65                       2.3052699
                     -60                       2.0711764
                     -55                       1.7713121
                     -50                       1.4083944
                     -45                      0.98543987
                     -40                      0.50572476
                     -35                    -0.027320066
                     -30                     -0.61029379
                     -25                      -1.2401074
                     -20                      -1.9143789
                     -15                      -2.6319567
                     -10                      -3.3935811
                      -5                      -4.2026907
                       0                      -5.0663738
                       5                      -5.9964637
                      10                      -7.0106411
                      15                      -8.1334041
                      20                      -9.3955893
                      25                      -10.828263
                      30                      -12.435831
                      35                      -14.101109
                      40                      -15.353522
                      45                      -15.344917
                      50                      -13.909164
                      55                      -11.863209
                      60                      -9.8271895
                      65                      -7.9991153
                      70                      -6.4047675
                      75                      -5.0254974
                      80                      -3.8366699
                      85                      -2.8169725
                      90                      -1.9496248
                      95                       -1.222271
                     100                     -0.62532219
                     105                      -0.1518013
                     110                       0.2033691
                     115                       0.4437243
                     120                      0.57146142
                     125                      0.58750949
                     130                      0.49147322
                     135                      0.28144335
                     140                    -0.046351078
                     145                     -0.49809722
                     150                      -1.0832451
                     155                      -1.8157901
                     160                      -2.7162262
                     165                      -3.8145339
                     170                       -5.154633
                     175                      -6.8000415
                     180                      -8.8346522

