        Phi / deg                Directivity,Theta=45.0/
----------------------------------------------------------------------
                    -180                     -0.26452229
                    -175                     -0.34396473
                    -170                      -0.3640493
                    -165                     -0.32040999
                    -160                      -0.2136507
                    -155                    -0.049200231
                    -150                      0.16363852
                    -145                       0.4131184
                    -140                      0.68653619
                    -135                      0.97145364
                    -130                       1.2565066
                    -125                       1.5318156
                    -120                       1.7890961
                    -115                       2.0215832
                    -110                       2.2238658
                    -105                       2.3916964
                    -100                       2.5218113
                     -95                       2.6117795
                     -90                       2.6598857
                     -85                       2.6651099
                     -80                       2.6268475
                     -75                       2.5451615
                     -70                       2.4206051
                     -65                       2.2542562
                     -60                       2.0477294
                     -55                       1.8031981
                     -50                       1.5234241
                     -45                       1.2117941
                     -40                      0.87236226
                     -35                      0.50989601
                     -30                      0.12992355
                     -25                     -0.26122148
                     -20                     -0.65636615
                     -15                      -1.0474879
                     -10                      -1.4257474
                      -5                      -1.7815931
                       0                      -2.1049725
                       5                      -2.3855869
                      10                      -2.6138277
                      15                      -2.7808267
                      20                      -2.8796832
                      25                      -2.9061255
                      30                      -2.8591054
                      35                      -2.7410603
                      40                      -2.5577577
                      45                       -2.317749
                      50                       -2.031557
                      55                       -1.710775
                      60                      -1.3672348
                      65                      -1.0123473
                      70                     -0.65665018
                      75                     -0.30954982
                      80                     0.020786431
                      85                       0.3274336
                      90                      0.60467468
                      95                      0.84783541
                     100                       1.0532943
                     105                       1.2183397
                     110                       1.3411135
                     115                       1.4205655
                     120                       1.4564322
                     125                       1.4492448
                     130                       1.4003692
                     135                       1.3120812
                     140                       1.1876783
                     145                       1.0316277
                     150                      0.84973946
                     155                      0.64934289
                     160                      0.43941921
                     165                      0.23061539
                     170                     0.035034571
                     175                     -0.13431214
                     180                     -0.26452229

