        Phi / deg                Directivity,Theta=135.0/
----------------------------------------------------------------------
                    -180                     -0.37971578
                    -175                     -0.48704768
                    -170                     -0.53485714
                    -165                      -0.5173847
                    -160                     -0.43400648
                    -155                     -0.28923498
                    -150                    -0.091822112
                    -145                      0.14671318
                    -140                      0.41367455
                    -135                      0.69652012
                    -130                       0.9837573
                    -125                       1.2654023
                    -120                       1.5331072
                    -115                       1.7800811
                    -110                        2.000912
                    -105                       2.1913614
                    -100                       2.3481724
                     -95                       2.4689101
                     -90                       2.5518393
                     -85                        2.595862
                     -80                       2.6003922
                     -75                       2.5653771
                     -70                       2.4912662
                     -65                       2.3789992
                     -60                       2.2300033
                     -55                       2.0461922
                     -50                        1.829963
                     -45                       1.5841899
                     -40                        1.312212
                     -35                        1.017815
                     -30                      0.70520882
                     -25                      0.37900257
                     -20                     0.044181429
                     -15                     -0.29390919
                     -10                     -0.62956745
                      -5                     -0.95672411
                       0                      -1.2689198
                       5                      -1.5593002
                      10                        -1.82058
                      15                      -2.0451594
                      20                      -2.2253329
                      25                       -2.353679
                      30                      -2.4236602
                      35                      -2.4303899
                      40                      -2.3714393
                      45                      -2.2474928
                      50                      -2.0626519
                      55                      -1.8242668
                      60                      -1.5423189
                      65                       -1.228505
                      70                      -0.8952396
                      75                      -0.5547648
                      80                     -0.21848142
                      85                       0.1034703
                      90                      0.40246486
                      95                      0.67123197
                     100                      0.90409144
                     105                       1.0966594
                     110                       1.2457767
                     115                       1.3494027
                     120                       1.4065337
                     125                        1.417156
                     130                       1.3822389
                     135                       1.3037715
                     140                       1.1848463
                     145                       1.0297884
                     150                      0.84432243
                     155                      0.63575606
                     160                      0.41313692
                     165                       0.1873086
                     170                    -0.029241896
                     175                     -0.22287249
                     180                     -0.37971578

