        Phi / deg                Directivity,Theta=135.0/
----------------------------------------------------------------------
                    -180                     -0.62778826
                    -175                      -0.6847729
                    -170                     -0.67030417
                    -165                     -0.58463983
                    -160                     -0.43347533
                    -155                     -0.22687032
                    -150                     0.022390619
                    -145                      0.30049583
                    -140                      0.59397665
                    -135                       0.8905887
                    -130                       1.1797339
                    -125                       1.4525474
                    -120                       1.7017874
                    -115                       1.9216371
                    -110                       2.1074906
                    -105                       2.2557596
                    -100                       2.3637175
                     -95                       2.4293846
                     -90                       2.4514506
                     -85                       2.4292481
                     -80                       2.3626752
                     -75                       2.2522676
                     -70                       2.0991795
                     -65                       1.9052239
                     -60                       1.6729143
                     -55                       1.4055147
                     -50                       1.1070921
                     -45                      0.78256883
                     -40                      0.43776612
                     -35                     0.079429816
                     -30                     -0.28477677
                     -25                     -0.64633119
                     -20                      -0.9959837
                     -15                       -1.323985
                     -10                      -1.6204266
                      -5                      -1.8756966
                       0                      -2.0810288
                       5                      -2.2291594
                      10                      -2.3146427
                      15                      -2.3346415
                      20                      -2.2889384
                      25                      -2.1799899
                      30                      -2.0126918
                      35                      -1.7939627
                      40                      -1.5322213
                      45                      -1.2368351
                      50                     -0.91760628
                      55                     -0.58433261
                      60                     -0.24646301
                      65                     0.087152489
                      70                      0.40842869
                      75                      0.71014235
                      80                       0.9859772
                      85                       1.2305326
                      90                       1.4393738
                      95                        1.608759
                     100                       1.7359677
                     105                       1.8190404
                     110                       1.8568227
                     115                       1.8489663
                     120                       1.7959516
                     125                       1.6991374
                     130                       1.5608434
                     135                       1.3844716
                     140                       1.1746658
                     145                       0.9375054
                     150                      0.68071152
                     155                      0.41381997
                     160                      0.14824163
                     165                     -0.10290838
                     170                      -0.3253523
                     175                      -0.5046719
                     180                     -0.62778826

