        Phi / deg                Directivity,Theta=45.0/
----------------------------------------------------------------------
                    -180                      -0.4563858
                    -175                     -0.60143704
                    -170                     -0.69671063
                    -165                     -0.73489116
                    -160                     -0.71228607
                    -155                     -0.62949375
                    -150                     -0.49137664
                    -145                      -0.3063468
                    -140                     -0.08519666
                    -135                      0.16019023
                    -130                      0.41796021
                    -125                      0.67708781
                    -120                      0.92783048
                    -115                       1.1619029
                    -110                       1.3724629
                    -105                       1.5539948
                    -100                       1.7021505
                     -95                       1.8135914
                     -90                       1.8858494
                     -85                       1.9172298
                     -80                       1.9067012
                     -75                       1.8538984
                     -70                         1.75909
                     -65                       1.6232081
                     -60                       1.4479057
                     -55                       1.2356468
                     -50                      0.98982957
                     -45                      0.71493855
                     -40                      0.41671513
                     -35                       0.1023244
                     -30                     -0.21952308
                     -25                     -0.53855929
                     -20                     -0.84314312
                     -15                      -1.1207346
                     -10                      -1.3587202
                      -5                      -1.5455641
                       0                      -1.6721201
                       5                      -1.7327597
                      10                      -1.7262926
                      15                      -1.6556315
                      20                      -1.5273521
                      25                      -1.3504895
                      30                      -1.1352796
                      35                     -0.89207048
                      40                     -0.63055925
                      45                     -0.35937075
                      50                    -0.085914054
                      55                      0.18357855
                      60                      0.44391577
                      65                       0.6907774
                      70                      0.92054881
                      75                       1.1301795
                      80                       1.3170723
                      85                       1.4790045
                      90                       1.6141083
                      95                       1.7207197
                     100                       1.7975366
                     105                       1.8435189
                     110                       1.8579279
                     115                       1.8403537
                     120                        1.790754
                     125                       1.7095052
                     130                       1.5974689
                     135                       1.4560767
                     140                       1.2874368
                     145                        1.094464
                     150                      0.88103281
                     155                      0.65214405
                     160                      0.41408497
                     165                      0.17454372
                     170                    -0.057385019
                     175                     -0.27138744
                     180                      -0.4563858

