        Phi / deg                Directivity,Theta=0.0/
----------------------------------------------------------------------
                    -180                       2.0092853
                    -175                       2.0092853
                    -170                       2.0092853
                    -165                       2.0092853
                    -160                       2.0092853
                    -155                       2.0092853
                    -150                       2.0092853
                    -145                       2.0092853
                    -140                       2.0092853
                    -135                       2.0092853
                    -130                       2.0092853
                    -125                       2.0092853
                    -120                       2.0092853
                    -115                       2.0092853
                    -110                       2.0092853
                    -105                       2.0092853
                    -100                       2.0092853
                     -95                       2.0092853
                     -90                       2.0092853
                     -85                       2.0092853
                     -80                       2.0092853
                     -75                       2.0092853
                     -70                       2.0092853
                     -65                       2.0092853
                     -60                       2.0092853
                     -55                       2.0092853
                     -50                       2.0092853
                     -45                       2.0092853
                     -40                       2.0092853
                     -35                       2.0092853
                     -30                       2.0092853
                     -25                       2.0092853
                     -20                       2.0092853
                     -15                       2.0092853
                     -10                       2.0092853
                      -5                       2.0092853
                       0                       2.0092853
                       5                       2.0092853
                      10                       2.0092853
                      15                       2.0092853
                      20                       2.0092853
                      25                       2.0092853
                      30                       2.0092853
                      35                       2.0092853
                      40                       2.0092853
                      45                       2.0092853
                      50                       2.0092853
                      55                       2.0092853
                      60                       2.0092853
                      65                       2.0092853
                      70                       2.0092853
                      75                       2.0092853
                      80                       2.0092853
                      85                       2.0092853
                      90                       2.0092853
                      95                       2.0092853
                     100                       2.0092853
                     105                       2.0092853
                     110                       2.0092853
                     115                       2.0092853
                     120                       2.0092853
                     125                       2.0092853
                     130                       2.0092853
                     135                       2.0092853
                     140                       2.0092853
                     145                       2.0092853
                     150                       2.0092853
                     155                       2.0092853
                     160                       2.0092853
                     165                       2.0092853
                     170                       2.0092853
                     175                       2.0092853
                     180                       2.0092853

