        Phi / deg                Directivity,Theta=90.0/
----------------------------------------------------------------------
                    -180                     -0.66699462
                    -175                     -0.96378049
                    -170                      -1.2966508
                    -165                      -1.6593489
                    -160                      -2.0442762
                    -155                      -2.4418122
                    -150                      -2.8394729
                    -145                      -3.2210252
                    -140                      -3.5658723
                    -135                      -3.8493157
                    -130                         -4.0445
                    -125                      -4.1265875
                    -120                      -4.0785996
                    -115                      -3.8967479
                    -110                      -3.5924243
                    -105                      -3.1895782
                    -100                      -2.7189338
                     -95                       -2.211922
                     -90                      -1.6964365
                     -85                       -1.194804
                     -80                     -0.72384741
                     -75                     -0.29519507
                     -70                     0.083567724
                     -65                      0.40800852
                     -60                      0.67607316
                     -55                      0.88748164
                     -50                       1.0432691
                     -45                       1.1454362
                     -40                        1.196674
                     -35                       1.2001386
                     -30                       1.1592534
                     -25                       1.0775268
                     -20                      0.95837653
                     -15                      0.80495497
                     -10                       0.6199733
                      -5                      0.40552453
                       0                      0.16290689
                       5                     -0.10757021
                      10                     -0.40668313
                      15                     -0.73649815
                      20                      -1.1004463
                      25                       -1.503361
                      30                       -1.951407
                      35                      -2.4518298
                      40                      -3.0123782
                      45                      -3.6401136
                      50                      -4.3390369
                      55                      -5.1054603
                      60                      -5.9193961
                      65                      -6.7302928
                      70                      -7.4398737
                      75                      -7.9004178
                      80                      -7.9646661
                      85                      -7.5836993
                      90                      -6.8498384
                      95                        -5.92523
                     100                      -4.9508541
                     105                      -4.0149547
                     110                      -3.1624339
                     115                      -2.4119898
                     120                      -1.7685485
                     125                      -1.2303703
                     130                     -0.79273067
                     135                     -0.44973831
                     140                     -0.19520013
                     145                      -0.0230146
                     150                     0.072666233
                     155                     0.097387555
                     160                     0.056399522
                     165                    -0.045302455
                     170                     -0.20291241
                     175                     -0.41172138
                     180                     -0.66699462

