        Phi / deg                Directivity,Theta=90.0/
----------------------------------------------------------------------
                    -180                      -9.1821565
                    -175                      -11.741691
                    -170                       -14.34974
                    -165                      -15.020115
                    -160                        -12.8516
                    -155                      -10.097302
                    -150                      -7.7362582
                    -145                      -5.8139309
                    -140                       -4.238695
                    -135                      -2.9302038
                    -130                      -1.8313144
                    -125                     -0.90248662
                    -120                     -0.11615817
                    -115                       0.5471528
                    -110                       1.1014004
                    -105                       1.5566929
                    -100                       1.9204274
                     -95                       2.1980813
                     -90                       2.3937802
                     -85                       2.5107931
                     -80                        2.551631
                     -75                       2.5185744
                     -70                       2.4137296
                     -65                       2.2392228
                     -60                       1.9973284
                     -55                       1.6905636
                     -50                       1.3217467
                     -45                      0.89401198
                     -40                      0.41077369
                     -35                     -0.12437676
                     -30                     -0.70785324
                     -25                      -1.3363551
                     -20                      -2.0072604
                     -15                      -2.7191437
                     -10                      -3.4724256
                      -5                      -4.2701502
                       0                      -5.1188813
                       5                      -6.0296952
                      10                      -7.0191002
                      15                      -8.1097053
                      20                      -9.3292795
                      25                       -10.70421
                      30                      -12.233785
                      35                      -13.806095
                      40                      -15.005032
                      45                      -15.083312
                      50                      -13.818499
                      55                      -11.892738
                      60                      -9.9152314
                      65                      -8.1124034
                      70                      -6.5281207
                      75                      -5.1522041
                      80                      -3.9638355
                      85                      -2.9434581
                      90                      -2.0751199
                      95                       -1.346872
                     100                      -0.7493215
                     105                      -0.2755976
                     110                     0.079309204
                     115                       0.3188741
                     120                      0.44522293
                     125                      0.45918801
                     130                      0.36023811
                     135                      0.14627259
                     140                     -0.18674883
                     145                     -0.64539412
                     150                      -1.2396586
                     155                      -1.9843339
                     160                      -2.9011082
                     165                      -4.0218045
                     170                       -5.393252
                     175                      -7.0835004
                     180                      -9.1821565

