        Phi / deg                Directivity,Theta=90.0/
----------------------------------------------------------------------
                    -180                      -12.540953
                    -175                      -16.739769
                    -170                      -19.848395
                    -165                      -16.290088
                    -160                      -12.186803
                    -155                       -9.186994
                    -150                      -6.9275942
                    -145                      -5.1464997
                    -140                      -3.6960404
                    -135                      -2.4896876
                    -130                      -1.4739775
                    -125                     -0.61446898
                    -120                      0.11167548
                    -115                       0.7198692
                    -110                       1.2206013
                    -105                       1.6210126
                    -100                       1.9259347
                     -95                        2.138604
                     -90                       2.2611668
                     -85                       2.2950445
                     -80                       2.2412316
                     -75                       2.1004532
                     -70                       1.8733553
                     -65                       1.5606143
                     -60                       1.1630271
                     -55                      0.68158154
                     -50                      0.11751761
                     -45                     -0.52760715
                     -40                       -1.251823
                     -35                       -2.052582
                     -30                      -2.9264425
                     -25                      -3.8684604
                     -20                      -4.8710287
                     -15                      -5.9217243
                     -10                      -6.9994843
                      -5                      -8.0683696
                       0                      -9.0691029
                       5                      -9.9123751
                      10                      -10.485894
                      15                      -10.689328
                      20                      -10.487215
                      25                      -9.9313779
                      30                      -9.1269468
                      35                      -8.1806751
                      40                      -7.1733496
                      45                      -6.1575796
                      50                      -5.1654988
                      55                      -4.2166488
                      60                      -3.3233835
                      65                      -2.4940423
                      70                      -1.7346824
                      75                      -1.0499957
                      80                     -0.44379453
                      85                     0.080721701
                      90                      0.52083375
                      95                      0.87405682
                     100                       1.1382677
                     105                       1.3114258
                     110                       1.3915087
                     115                       1.3763625
                     120                       1.2635071
                     125                       1.0498742
                     130                      0.73144751
                     135                      0.30275796
                     140                     -0.24384059
                     145                     -0.91924256
                     150                      -1.7392311
                     155                      -2.7271011
                     160                      -3.9180719
                     165                      -5.3671633
                     170                      -7.1641854
                     175                      -9.4637783
                     180                      -12.540953

