        Phi / deg                Directivity,Theta=45.0/
----------------------------------------------------------------------
                    -180                      0.24461254
                    -175                    0.0076405751
                    -170                     -0.22780509
                    -165                     -0.45117918
                    -160                     -0.65079922
                    -155                     -0.81454147
                    -150                     -0.93094268
                    -145                     -0.99060069
                    -140                     -0.98759017
                    -135                     -0.92049496
                    -130                     -0.79270914
                    -125                     -0.61189457
                    -120                     -0.38878224
                    -115                     -0.13569837
                    -110                       0.1348026
                    -105                      0.41095888
                    -100                      0.68241078
                     -95                      0.94045618
                     -90                       1.1780598
                     -85                        1.389757
                     -80                       1.5713369
                     -75                       1.7198057
                     -70                       1.8331054
                     -65                       1.9099749
                     -60                       1.9498204
                     -55                       1.9526117
                     -50                       1.9188019
                     -45                       1.8492643
                     -40                       1.7452452
                     -35                       1.6083296
                     -30                       1.4404193
                     -25                       1.2437259
                     -20                       1.0207787
                     -15                      0.77445402
                     -10                      0.50802766
                      -5                      0.22525695
                       0                    -0.069507363
                       5                     -0.37114819
                      10                       -0.673764
                      15                     -0.97030543
                      20                      -1.2526392
                      25                      -1.5115468
                      30                      -1.7369779
                      35                       -1.918601
                      40                       -2.046684
                      45                      -2.1132344
                      50                      -2.1131939
                      55                      -2.0453787
                      60                      -1.9128681
                      65                      -1.7227022
                      70                      -1.4849755
                      75                      -1.2116033
                      80                     -0.91507845
                      85                     -0.60745966
                      90                      -0.2996985
                      95                   -0.0012596279
                     100                      0.27992938
                     105                      0.53746881
                     110                       0.7663305
                     115                      0.96268484
                     120                        1.123729
                     125                        1.247534
                     130                       1.3329179
                     135                       1.3793484
                     140                        1.386875
                     145                        1.356091
                     150                       1.2881266
                     155                       1.1846745
                     160                        1.048051
                     165                      0.88129611
                     170                      0.68831158
                     175                      0.47403438
                     180                      0.24461254

