        Phi / deg                Directivity,Theta=90.0/
----------------------------------------------------------------------
                    -180                      -7.0455476
                    -175                      -9.2094389
                    -170                      -11.827668
                    -165                       -14.45853
                    -160                       -15.08135
                    -155                      -12.909907
                    -150                      -10.199941
                    -145                       -7.884287
                    -140                      -5.9996686
                    -135                       -4.454421
                    -130                      -3.1690448
                    -125                      -2.0871587
                    -120                      -1.1698985
                    -115                     -0.39037666
                    -110                      0.27015941
                    -105                       0.8248567
                    -100                       1.2829391
                     -95                       1.6508581
                     -90                       1.9331066
                     -85                        2.132853
                     -80                       2.2522403
                     -75                       2.2928995
                     -70                       2.2561062
                     -65                       2.1429842
                     -60                       1.9546375
                     -55                       1.6922319
                     -50                       1.3570271
                     -45                      0.95035976
                     -40                      0.47356791
                     -35                    -0.072151551
                     -30                     -0.68597125
                     -25                      -1.3677729
                     -20                      -2.1186368
                     -15                       -2.941542
                     -10                      -3.8423708
                      -5                      -4.8313838
                       0                      -5.9254569
                       5                      -7.1516634
                      10                      -8.5532409
                      15                      -10.200578
                      20                      -12.212502
                      25                      -14.798832
                      30                      -18.315524
                      35                      -22.642525
                      40                      -22.129487
                      45                      -17.443358
                      50                      -13.706945
                      55                      -10.893916
                      60                      -8.6694964
                      65                      -6.8417163
                      70                      -5.3028599
                      75                      -3.9892469
                      80                      -2.8612863
                      85                      -1.8933206
                      90                      -1.0681133
                      95                      -0.3738941
                     100                      0.19774048
                     105                      0.65276039
                     110                       0.9954414
                     115                        1.228776
                     120                       1.3546972
                     125                       1.3741626
                     130                       1.2871233
                     135                       1.0923802
                     140                       0.7873191
                     145                      0.36749074
                     150                     -0.17401673
                     155                     -0.84751142
                     160                      -1.6680972
                     165                      -2.6578043
                     170                      -3.8488617
                     175                      -5.2885976
                     180                      -7.0455476

