        Phi / deg                Directivity,Theta=90.0/
----------------------------------------------------------------------
                    -180                      -4.8261539
                    -175                       -6.482094
                    -170                      -8.6257826
                    -165                      -11.585557
                    -160                      -16.228672
                    -155                      -26.282475
                    -150                      -22.042408
                    -145                       -14.42358
                    -140                      -10.371058
                    -135                      -7.6340702
                    -130                       -5.588287
                    -125                      -3.9753662
                    -120                      -2.6643324
                    -115                      -1.5802111
                    -110                     -0.67652348
                    -105                     0.077181408
                    -100                      0.70166145
                     -95                       1.2114875
                     -90                       1.6171174
                     -85                       1.9262215
                     -80                       2.1444084
                     -75                       2.2759436
                     -70                        2.324047
                     -65                       2.2911771
                     -60                       2.1792102
                     -55                       1.9895518
                     -50                       1.7231932
                     -45                       1.3807161
                     -40                       0.9622475
                     -35                      0.46735999
                     -30                     -0.10508797
                     -25                     -0.75718155
                     -20                      -1.4922566
                     -15                      -2.3152847
                     -10                      -3.2333081
                      -5                      -4.2558088
                       0                      -5.3946536
                       5                       -6.662608
                      10                       -8.067208
                      15                       -9.592227
                      20                      -11.147209
                      25                       -12.46649
                      30                      -13.065717
                      35                      -12.608275
                      40                      -11.355328
                      45                      -9.8078551
                      50                      -8.2694695
                      55                      -6.8511604
                      60                      -5.5770943
                      65                      -4.4422455
                      70                      -3.4343645
                      75                      -2.5412274
                      80                      -1.7526325
                      85                      -1.0606456
                      90                     -0.45929479
                      95                     0.055703358
                     100                      0.48744981
                     105                      0.83803576
                     110                       1.1087724
                     115                       1.3003255
                     120                       1.4127865
                     125                       1.4456844
                     130                       1.3979361
                     135                       1.2677306
                     140                        1.052334
                     145                      0.74779249
                     150                      0.34849521
                     155                     -0.15346973
                     160                     -0.76928074
                     165                       -1.514879
                     170                      -2.4133941
                     175                      -3.4993081
                     180                      -4.8261539

