        Phi / deg                Directivity,Theta=135.0/
----------------------------------------------------------------------
                    -180                      -1.0391829
                    -175                      -1.1980277
                    -170                      -1.2977144
                    -165                      -1.3305374
                    -160                      -1.2932248
                    -155                      -1.1875817
                    -150                      -1.0202458
                    -145                     -0.80164342
                    -140                     -0.54449972
                    -135                     -0.26233094
                    -130                     0.031764102
                    -125                      0.32588586
                    -120                      0.60971654
                    -115                      0.87460841
                    -110                       1.1134954
                    -105                       1.3207224
                    -100                        1.491855
                     -95                       1.6235052
                     -90                       1.7131892
                     -85                       1.7591824
                     -80                       1.7606175
                     -75                       1.7172028
                     -70                       1.6293923
                     -65                       1.4983771
                     -60                       1.3261507
                     -55                        1.115605
                     -50                      0.87065529
                     -45                      0.59638859
                     -40                      0.29922058
                     -35                    -0.012965728
                     -30                     -0.33074714
                     -25                     -0.64322229
                     -20                     -0.93829457
                     -15                      -1.2032569
                     -10                      -1.4257116
                      -5                      -1.5947576
                       0                      -1.7022436
                       5                      -1.7438105
                      10                       -1.719272
                      15                        -1.63254
                      20                       -1.490741
                      25                      -1.3030841
                      30                      -1.0796874
                      35                      -0.8306177
                      40                     -0.56524921
                      45                     -0.29193124
                      50                    -0.017893032
                      55                      0.25070257
                      60                      0.50863125
                      65                      0.75145763
                      70                      0.97539471
                      75                       1.1771871
                      80                       1.3540228
                      85                       1.5034719
                      90                       1.6235184
                      95                       1.7122713
                     100                       1.7683651
                     105                       1.7907022
                     110                       1.7785408
                     115                        1.731526
                     120                       1.6497314
                     125                       1.5337139
                     130                       1.3845848
                     135                       1.2041004
                     140                       0.9947793
                     145                      0.76004655
                     150                      0.50440753
                     155                      0.23364101
                     160                    -0.045011386
                     165                     -0.32270677
                     170                     -0.58899168
                     175                      -0.8320296
                     180                      -1.0391829

