        Phi / deg                Directivity,Theta=135.0/
----------------------------------------------------------------------
                    -180                    -0.069438357
                    -175                     -0.25252768
                    -170                     -0.39043196
                    -165                     -0.47238648
                    -160                     -0.49099832
                    -155                     -0.44346316
                    -150                     -0.33205761
                    -145                     -0.16372917
                    -140                     0.051067039
                    -135                      0.29989574
                    -130                      0.56981008
                    -125                      0.84847736
                    -120                       1.1248691
                    -115                       1.3895653
                    -110                       1.6347871
                    -105                       1.8542724
                    -100                       2.0430853
                     -95                       2.1974137
                     -90                        2.314388
                     -85                        2.391947
                     -80                       2.4286693
                     -75                       2.4237644
                     -70                        2.376978
                     -65                       2.2885706
                     -60                       2.1593088
                     -55                       1.9904723
                     -50                        1.783878
                     -45                       1.5419184
                     -40                       1.2676165
                     -35                      0.96469593
                     -30                      0.63766733
                     -25                      0.29192818
                     -20                    -0.066131287
                     -15                     -0.42903082
                     -10                     -0.78813918
                      -5                      -1.1336924
                       0                      -1.4549502
                       5                      -1.7404728
                      10                      -1.9790938
                      15                      -2.1602382
                      20                      -2.2753642
                      25                      -2.3188996
                      30                      -2.2890169
                      35                      -2.1879211
                      40                      -2.0215624
                      45                      -1.7988553
                      50                      -1.5306293
                      55                      -1.2285606
                      60                     -0.90427794
                      65                     -0.56872995
                      70                      -0.2318156
                      75                     0.097775979
                      80                      0.41258259
                      85                      0.70630403
                      90                       0.9737061
                      95                       1.2104837
                     100                        1.413194
                     105                       1.5791449
                     110                        1.706331
                     115                       1.7933839
                     120                       1.8395431
                     125                       1.8446472
                     130                       1.8091492
                     135                       1.7341566
                     140                       1.6215017
                     145                        1.473845
                     150                       1.2948147
                     155                       1.0891799
                     160                      0.86304532
                     165                      0.62404081
                     170                      0.38144934
                     175                      0.14618967
                     180                    -0.069438357

