        Phi / deg                Directivity,Theta=45.0/
----------------------------------------------------------------------
                    -180                     -0.48823003
                    -175                     -0.56322211
                    -170                     -0.57707869
                    -165                      -0.5276867
                    -160                     -0.41742579
                    -155                     -0.25278021
                    -150                    -0.043354938
                    -145                      0.19939802
                    -140                      0.46341509
                    -135                      0.73699347
                    -130                       1.0094185
                    -125                        1.271276
                    -120                       1.5145331
                    -115                       1.7324786
                    -110                       1.9195973
                    -105                       2.0714254
                    -100                       2.1844186
                     -95                       2.2558438
                     -90                       2.2837013
                     -85                       2.2666799
                     -80                       2.2041308
                     -75                       2.0960639
                     -70                       1.9431888
                     -65                       1.7469623
                     -60                       1.5096639
                     -55                       1.2344947
                     -50                      0.92569823
                     -45                      0.58869794
                     -40                       0.2302374
                     -35                     -0.14150077
                     -30                     -0.51684017
                     -25                     -0.88468108
                     -20                      -1.2327717
                     -15                      -1.5482515
                     -10                      -1.8184977
                      -5                      -2.0322208
                       0                      -2.1806382
                       5                      -2.2584951
                      10                      -2.2644893
                      15                      -2.2013552
                      20                      -2.0751391
                      25                       -1.894233
                      30                      -1.6683104
                      35                      -1.4074087
                      40                      -1.1212741
                      45                     -0.81897744
                      50                     -0.50874868
                      55                     -0.19795276
                      60                      0.10685851
                      65                      0.39986783
                      70                      0.67591494
                      75                      0.93043421
                      80                       1.1594109
                      85                        1.359355
                      90                       1.5273062
                      95                       1.6607637
                     100                       1.7578118
                     105                       1.8170514
                     110                       1.8376501
                     115                       1.8193781
                     120                       1.7626556
                     125                       1.6686163
                     130                        1.539189
                     135                       1.3772011
                     140                        1.186505
                     145                      0.97212166
                     150                      0.74038858
                     155                      0.49908211
                     160                      0.25746319
                     165                     0.026171863
                     170                     -0.18312046
                     175                     -0.35838142
                     180                     -0.48823003

