        Phi / deg                Directivity,Theta=135.0/
----------------------------------------------------------------------
                    -180                   -0.0034845865
                    -175                     -0.20936482
                    -170                     -0.37890813
                    -165                     -0.49993152
                    -160                     -0.56248759
                    -155                     -0.56036539
                    -150                     -0.49215293
                    -145                     -0.36149769
                    -140                     -0.17646898
                    -135                     0.051749512
                    -130                      0.31041604
                    -125                      0.58663472
                    -120                      0.86837216
                    -115                       1.1450386
                    -110                       1.4077079
                    -105                       1.6490963
                    -100                       1.8634104
                     -95                       2.0461451
                     -90                       2.1938812
                     -85                        2.304114
                     -80                        2.375083
                     -75                       2.4056945
                     -70                       2.3954244
                     -65                       2.3442684
                     -60                       2.2527104
                     -55                       2.1217103
                     -50                       1.9527063
                     -45                       1.7476329
                     -40                       1.5089523
                     -35                        1.239702
                     -30                      0.94355743
                     -25                      0.62491245
                     -20                      0.28897487
                     -15                    -0.058127665
                     -10                     -0.40924486
                      -5                     -0.75612916
                       0                       -1.089431
                       5                       -1.398766
                      10                      -1.6732653
                      15                      -1.9018083
                      20                      -2.0741088
                      25                      -2.1817039
                      30                      -2.2190195
                      35                      -2.1841962
                      40                       -2.079433
                      45                      -1.9107378
                      50                      -1.6871542
                      55                      -1.4196876
                      60                      -1.1201975
                      65                     -0.80046067
                      70                     -0.47150904
                      75                     -0.14324391
                      80                       0.1757255
                      85                      0.47809107
                      90                      0.75778842
                      95                       1.0097941
                     100                       1.2301263
                     105                       1.4156429
                     110                       1.5639633
                     115                       1.6733904
                     120                       1.7428544
                     125                       1.7718805
                     130                        1.760579
                     135                       1.7096618
                     140                       1.6204865
                     145                       1.4951335
                     150                       1.3365181
                     155                       1.1485392
                     160                      0.93626232
                     165                      0.70611941
                     170                      0.46609216
                     175                      0.22581701
                     180                   -0.0034845865

