        Phi / deg                Directivity,Theta=45.0/
----------------------------------------------------------------------
                    -180                      0.96627092
                    -175                       0.7790473
                    -170                      0.56471798
                    -165                      0.32640268
                    -160                     0.068530252
                    -155                     -0.20277805
                    -150                     -0.47932925
                    -145                     -0.75058523
                    -140                      -1.0036625
                    -135                      -1.2238248
                    -130                       -1.395671
                    -125                      -1.5050564
                    -120                      -1.5414556
                    -115                      -1.5001035
                    -110                      -1.3831195
                    -105                      -1.1991354
                    -100                     -0.96158173
                     -95                     -0.68631825
                     -90                     -0.38938854
                     -85                    -0.085398432
                     -80                      0.21332246
                     -75                      0.49704235
                     -70                      0.75843531
                     -65                       0.9922718
                     -60                       1.1950344
                     -55                       1.3645507
                     -50                       1.4996754
                     -45                       1.6000304
                     -40                       1.6657992
                     -35                       1.6975674
                     -30                       1.6962032
                     -25                       1.6627703
                     -20                       1.5984708
                     -15                        1.504616
                     -10                       1.3826253
                      -5                       1.2340566
                       0                       1.0606699
                       5                      0.86455328
                      10                      0.64815522
                      15                      0.41464378
                      20                      0.16799053
                      25                    -0.086764794
                      30                     -0.34330265
                      35                     -0.59388691
                      40                     -0.82938622
                      45                      -1.0395542
                      50                       -1.213658
                      55                      -1.3414805
                      60                      -1.4145953
                      65                       -1.427659
                      70                      -1.3793642
                      75                      -1.2727419
                      80                      -1.1147056
                      85                     -0.91499298
                      90                     -0.68473553
                      95                     -0.43563043
                     100                     -0.17833099
                     105                     0.077676338
                     110                       0.3244349
                     115                      0.55552524
                     120                      0.76593144
                     125                       0.9518422
                     130                       1.1104368
                     135                       1.2396841
                     140                       1.3381678
                     145                       1.4049431
                     150                       1.4394239
                     155                       1.4413011
                     160                       1.4104902
                     165                       1.3471095
                     170                       1.2514906
                     175                       1.1242273
                     180                      0.96627092

