        Phi / deg                Directivity,Theta=135.0/
----------------------------------------------------------------------
                    -180                      0.92264427
                    -175                      0.88737727
                    -170                      0.83669532
                    -165                      0.77215036
                    -160                      0.69549536
                    -155                       0.6087179
                    -150                      0.51409278
                    -145                       0.4142458
                    -140                      0.31221575
                    -135                      0.21149591
                    -130                      0.11603076
                    -125                     0.030141068
                    -120                    -0.041646649
                    -115                    -0.094877826
                    -110                     -0.12554341
                    -105                     -0.13050723
                    -100                     -0.10791551
                     -95                    -0.057502161
                     -90                     0.019285766
                     -85                      0.11943611
                     -80                      0.23848616
                     -75                      0.37115402
                     -70                      0.51173487
                     -65                      0.65456741
                     -60                      0.79440285
                     -55                      0.92666074
                     -50                       1.0475719
                     -45                       1.1542253
                     -40                       1.2445431
                     -35                        1.317207
                     -30                       1.3715565
                     -25                       1.4074735
                     -20                       1.4252646
                     -15                       1.4255464
                     -10                        1.409141
                      -5                       1.3769829
                       0                       1.3300417
                       5                        1.269247
                      10                       1.1954974
                      15                       1.1095995
                      20                       1.0123004
                      25                      0.90433234
                      30                      0.78648928
                      35                      0.65973514
                      40                      0.52533767
                      45                      0.38501959
                      50                      0.24111107
                      55                     0.096679985
                      60                    -0.044392326
                      65                     -0.17742926
                      70                     -0.29711178
                      75                     -0.39779603
                      80                      -0.4739979
                      85                     -0.52100101
                      90                     -0.53552597
                      95                     -0.51606584
                     100                     -0.46354722
                     105                      -0.3809968
                     110                     -0.27328762
                     115                     -0.14657146
                     120                    -0.007621588
                     125                      0.13678455
                     130                      0.28035438
                     135                      0.41760503
                     140                      0.54403046
                     145                      0.65614207
                     150                      0.75142125
                     155                      0.82821987
                     160                      0.88563638
                     165                      0.92338733
                     170                       0.9416867
                     175                      0.94114071
                     180                      0.92264427

