        Phi / deg                Directivity,Theta=135.0/
----------------------------------------------------------------------
                    -180                     -0.80026748
                    -175                     -0.82267439
                    -170                     -0.77347727
                    -165                     -0.65535109
                    -160                     -0.47599489
                    -155                     -0.24677091
                    -150                     0.018999735
                    -145                      0.30761176
                    -140                      0.60613085
                    -135                      0.90305996
                    -130                       1.1885975
                    -125                       1.4546234
                    -120                       1.6945414
                    -115                       1.9030687
                    -110                       2.0760298
                    -105                       2.2101811
                    -100                       2.3030765
                     -95                       2.3529741
                     -90                       2.3587793
                     -85                       2.3200297
                     -80                       2.2368689
                     -75                       2.1100922
                     -70                       1.9411786
                     -65                       1.7323459
                     -60                       1.4866174
                     -55                       1.2078954
                     -50                      0.90103627
                     -45                       0.5719159
                     -40                       0.2274706
                     -35                     -0.12430974
                     -30                     -0.47446492
                     -25                     -0.81325674
                     -20                      -1.1304983
                     -15                      -1.4160315
                     -10                      -1.6603314
                      -5                      -1.8551743
                       0                      -1.9942671
                       5                      -2.0737532
                      10                      -2.0923106
                      15                      -2.0512612
                      20                       -1.954153
                      25                      -1.8063164
                      30                      -1.6143466
                      35                      -1.3856254
                      40                      -1.1279322
                      45                     -0.84915334
                      50                     -0.55707741
                      55                     -0.25925139
                      60                      0.03712411
                      65                      0.32527642
                      70                       0.5989277
                      75                      0.85235048
                      80                       1.0804127
                      85                       1.2786128
                      90                       1.4431679
                      95                       1.5707932
                     100                       1.6590696
                     105                       1.7062274
                     110                        1.711228
                     115                       1.6737991
                     120                       1.5944878
                     125                       1.4747392
                     130                       1.3170062
                     135                       1.1248949
                     140                      0.90334592
                     145                      0.65883983
                     150                      0.39959691
                     155                      0.13571297
                     160                     -0.12086525
                     165                     -0.35665475
                     170                     -0.55737453
                     175                      -0.7091761
                     180                     -0.80026748

