        Phi / deg                Directivity,Theta=0.0/
----------------------------------------------------------------------
                    -180                       2.0434832
                    -175                       2.0434832
                    -170                       2.0434832
                    -165                       2.0434832
                    -160                       2.0434832
                    -155                       2.0434832
                    -150                       2.0434832
                    -145                       2.0434832
                    -140                       2.0434832
                    -135                       2.0434832
                    -130                       2.0434832
                    -125                       2.0434832
                    -120                       2.0434832
                    -115                       2.0434832
                    -110                       2.0434832
                    -105                       2.0434832
                    -100                       2.0434832
                     -95                       2.0434832
                     -90                       2.0434832
                     -85                       2.0434832
                     -80                       2.0434832
                     -75                       2.0434832
                     -70                       2.0434832
                     -65                       2.0434832
                     -60                       2.0434832
                     -55                       2.0434832
                     -50                       2.0434832
                     -45                       2.0434832
                     -40                       2.0434832
                     -35                       2.0434832
                     -30                       2.0434832
                     -25                       2.0434832
                     -20                       2.0434832
                     -15                       2.0434832
                     -10                       2.0434832
                      -5                       2.0434832
                       0                       2.0434832
                       5                       2.0434832
                      10                       2.0434832
                      15                       2.0434832
                      20                       2.0434832
                      25                       2.0434832
                      30                       2.0434832
                      35                       2.0434832
                      40                       2.0434832
                      45                       2.0434832
                      50                       2.0434832
                      55                       2.0434832
                      60                       2.0434832
                      65                       2.0434832
                      70                       2.0434832
                      75                       2.0434832
                      80                       2.0434832
                      85                       2.0434832
                      90                       2.0434832
                      95                       2.0434832
                     100                       2.0434832
                     105                       2.0434832
                     110                       2.0434832
                     115                       2.0434832
                     120                       2.0434832
                     125                       2.0434832
                     130                       2.0434832
                     135                       2.0434832
                     140                       2.0434832
                     145                       2.0434832
                     150                       2.0434832
                     155                       2.0434832
                     160                       2.0434832
                     165                       2.0434832
                     170                       2.0434832
                     175                       2.0434832
                     180                       2.0434832

