        Phi / deg                Directivity,Theta=135.0/
----------------------------------------------------------------------
                    -180                      0.39486616
                    -175                      0.22510958
                    -170                     0.072454523
                    -165                     -0.05429944
                    -160                     -0.14716251
                    -155                     -0.19967396
                    -150                     -0.20756779
                    -145                     -0.16923856
                    -140                    -0.085891761
                    -135                      0.03865927
                    -130                      0.19849298
                    -125                      0.38625048
                    -120                      0.59383407
                    -115                      0.81301934
                    -110                       1.0359194
                    -105                         1.25529
                    -100                       1.4646976
                     -95                       1.6585859
                     -90                       1.8322778
                     -85                       1.9819504
                     -80                       2.1045739
                     -75                       2.1978278
                     -70                       2.2600933
                     -65                       2.2903835
                     -60                       2.2882973
                     -55                       2.2539745
                     -50                       2.1880529
                     -45                       2.0916249
                     -40                       1.9661937
                     -35                        1.813628
                     -30                        1.636117
                     -25                       1.4361265
                     -20                       1.2163598
                     -15                      0.97972706
                     -10                      0.72932907
                      -5                       0.4684609
                       0                       0.2006431
                       5                    -0.070289865
                      10                     -0.34019498
                      15                     -0.60432474
                      20                     -0.85730005
                      25                      -1.0929534
                      30                      -1.3042776
                      35                      -1.4835252
                      40                      -1.6225425
                      45                      -1.7133991
                      50                      -1.7492996
                      55                       -1.725653
                      60                      -1.6410543
                      65                      -1.4978869
                      70                      -1.3023306
                      75                      -1.0637505
                      80                     -0.79364139
                      85                     -0.50441957
                      90                     -0.20830329
                      95                     0.083415282
                     100                      0.36095106
                     105                      0.61620072
                     110                      0.84275864
                     115                       1.0358134
                     120                       1.1919912
                     125                       1.3091888
                     130                       1.3864222
                     135                        1.423704
                     140                       1.4219537
                     145                        1.382944
                     150                       1.3092795
                     155                        1.204404
                     160                       1.0726296
                     165                      0.91917565
                     170                      0.75019946
                     175                      0.57279169
                     180                      0.39486616

