        Phi / deg                Directivity,Theta=45.0/
----------------------------------------------------------------------
                    -180                     -0.57297736
                    -175                     -0.56040322
                    -170                      -0.4879318
                    -165                     -0.35941692
                    -160                     -0.18229821
                    -155                     0.033481731
                    -150                      0.27670075
                    -145                      0.53594369
                    -140                      0.80039515
                    -135                       1.0603087
                    -130                       1.3072059
                    -125                       1.5338912
                    -120                       1.7343625
                    -115                       1.9036804
                    -110                       2.0378346
                    -105                       2.1336287
                    -100                        2.188593
                     -95                       2.2009288
                     -90                        2.169482
                     -85                       2.0937894
                     -80                       1.9739482
                     -75                       1.8108824
                     -70                       1.6062843
                     -65                       1.3627446
                     -60                       1.0838711
                     -55                      0.77442122
                     -50                      0.44043742
                     -45                     0.089361682
                     -40                     -0.26990869
                     -35                     -0.62707903
                     -30                     -0.97069682
                     -25                      -1.2886373
                     -20                      -1.5688654
                     -15                      -1.8004297
                     -10                       -1.974543
                      -5                      -2.0855153
                       0                      -2.1312935
                       5                      -2.1134796
                      10                      -2.0367035
                      15                      -1.9078668
                      20                      -1.7350817
                      25                      -1.5268301
                      30                      -1.2913502
                      35                      -1.0362916
                      40                     -0.76859029
                      45                     -0.49449095
                      50                     -0.21964234
                      55                     0.050788835
                      60                      0.31202076
                      65                      0.55959263
                      70                      0.78933751
                      75                      0.99738721
                      80                        1.180201
                      85                        1.334609
                      90                       1.4579118
                      95                         1.54775
                     100                        1.602428
                     105                       1.6207894
                     110                        1.602321
                     115                       1.5472187
                     120                       1.4564644
                     125                       1.3319191
                     130                       1.1764347
                     135                      0.99398456
                     140                       0.7898036
                     145                      0.57051963
                     150                      0.34423773
                     155                      0.12051891
                     160                    -0.089826484
                     165                     -0.27521501
                     170                     -0.42409144
                     175                      -0.5260293
                     180                     -0.57297736

