        Phi / deg                Directivity,Theta=135.0/
----------------------------------------------------------------------
                    -180                     -0.42426401
                    -175                     -0.55564916
                    -170                     -0.62355844
                    -165                     -0.62235154
                    -160                     -0.55158143
                    -155                     -0.41600539
                    -150                     -0.22469876
                    -145                     0.010411996
                    -140                      0.27614196
                    -135                      0.55939097
                    -130                      0.84805533
                    -125                       1.1315069
                    -120                       1.4007394
                    -115                       1.6483078
                    -110                       1.8681661
                    -105                       2.0554752
                    -100                       2.2064229
                     -95                       2.3180737
                     -90                       2.3882544
                     -85                       2.4154384
                     -80                       2.3988297
                     -75                       2.3381407
                     -70                       2.2337077
                     -65                       2.0864665
                     -60                       1.8979681
                     -55                       1.6704044
                     -50                       1.4066405
                     -45                       1.1102531
                     -40                       0.7855751
                     -35                      0.43774359
                     -30                     0.072750416
                     -25                     -0.30251128
                     -20                     -0.68021373
                     -15                      -1.0515919
                     -10                      -1.4069987
                      -5                      -1.7360557
                       0                      -2.0279453
                       5                      -2.2719368
                      10                      -2.4578704
                      15                      -2.5772629
                      20                      -2.6240399
                      25                      -2.5953546
                      30                       -2.492059
                      35                      -2.3187282
                      40                      -2.0832155
                      45                      -1.7958507
                      50                      -1.4684701
                      55                      -1.1134745
                      60                     -0.74305183
                      65                     -0.36862392
                      70                  -0.00051223955
                      75                      0.35221923
                      80                       0.6817974
                      85                      0.98169807
                      90                       1.2465917
                      95                       1.4721408
                     100                       1.6550833
                     105                       1.7930313
                     110                       1.8844433
                     115                       1.9285842
                     120                       1.9255085
                     125                       1.8760691
                     130                       1.7819564
                     135                       1.6457703
                     140                       1.4711291
                     145                       1.2628152
                     150                       1.0269517
                     155                      0.77118929
                     160                      0.50486296
                     165                      0.23904522
                     170                    -0.013609346
                     175                     -0.23935381
                     180                     -0.42426401

