        Phi / deg                Directivity,Theta=90.0/
----------------------------------------------------------------------
                    -180                      -9.8314714
                    -175                      -13.458223
                    -170                      -19.867357
                    -165                      -35.840933
                    -160                      -18.211938
                    -155                      -12.637826
                    -150                      -9.2952728
                    -145                      -6.9199622
                    -140                      -5.0931195
                    -135                      -3.6247988
                    -130                      -2.4135859
                    -125                       -1.399748
                    -120                     -0.54582867
                    -115                      0.17262335
                    -110                       0.7719682
                    -105                       1.2632984
                    -100                       1.6541695
                     -95                       1.9497197
                     -90                       2.1534256
                     -85                       2.2676052
                     -80                       2.2938869
                     -75                       2.2333632
                     -70                       2.0868634
                     -65                        1.855072
                     -60                       1.5386153
                     -55                       1.1380995
                     -50                      0.65410109
                     -45                     0.087104902
                     -40                     -0.56262074
                     -35                       -1.295224
                     -30                      -2.1115639
                     -25                      -3.0136172
                     -20                      -4.0050096
                     -15                      -5.0916425
                     -10                      -6.2822623
                      -5                      -7.5884453
                       0                      -9.0223429
                       5                      -10.587205
                      10                      -12.246601
                      15                      -13.841385
                      20                      -14.953802
                      25                      -15.010259
                      30                        -13.9415
                      35                      -12.290488
                      40                      -10.532163
                      45                      -8.8665083
                      50                      -7.3468153
                      55                      -5.9757357
                      60                      -4.7428521
                      65                      -3.6366652
                      70                      -2.6477636
                      75                      -1.7692145
                      80                     -0.99618404
                      85                     -0.32543142
                      90                      0.24515166
                      95                      0.71680531
                     100                       1.0902293
                     105                       1.3656729
                     110                       1.5430093
                     115                       1.6217316
                     120                       1.6008797
                     125                       1.4788919
                     130                       1.2533652
                     135                      0.92069656
                     140                      0.47555417
                     145                    -0.089906688
                     150                     -0.78723472
                     155                      -1.6335621
                     160                      -2.6547223
                     165                      -3.8907679
                     170                      -5.4065735
                     175                      -7.3145659
                     180                      -9.8314714

