        Phi / deg                Directivity,Theta=45.0/
----------------------------------------------------------------------
                    -180                     0.085704017
                    -175                    -0.026473092
                    -170                    -0.089525633
                    -165                    -0.097577222
                    -160                    -0.048874683
                    -155                     0.054061117
                    -150                      0.20496789
                    -145                      0.39487871
                    -140                      0.61335309
                    -135                      0.84960614
                    -130                       1.0933542
                    -125                        1.335329
                    -120                       1.5675049
                    -115                       1.7831261
                    -110                       1.9766174
                    -105                       2.1434457
                    -100                        2.279974
                     -95                       2.3833325
                     -90                       2.4513149
                     -85                       2.4823748
                     -80                         2.47532
                     -75                       2.4296233
                     -70                       2.3452039
                     -65                       2.2224655
                     -60                       2.0622946
                     -55                       1.8660597
                     -50                       1.6356091
                     -45                       1.3732646
                     -40                       1.0818106
                     -35                      0.76447952
                     -30                      0.42493515
                     -25                     0.067259328
                     -20                     -0.30405145
                     -15                     -0.68406962
                     -10                       -1.067389
                      -5                      -1.4480356
                       0                      -1.8193306
                       5                      -2.1736993
                      10                      -2.5025645
                      15                      -2.7960933
                      20                      -3.0433643
                      25                       -3.232736
                      30                      -3.3527191
                      35                      -3.3933576
                      40                      -3.3479339
                      45                      -3.2145667
                      50                      -2.9971483
                      55                      -2.7052254
                      60                      -2.3528259
                      65                      -1.9566341
                      70                      -1.5340773
                      75                      -1.1017725
                      80                       -0.674526
                      85                     -0.26486171
                      90                      0.11703072
                      95                      0.46328521
                     100                      0.76788947
                     105                       1.0265684
                     110                       1.2364936
                     115                       1.3960808
                     120                       1.5048405
                     125                       1.5632818
                     130                        1.572868
                     135                       1.5360206
                     140                       1.4561695
                     145                       1.3378421
                     150                       1.1867815
                     155                       1.0100731
                     160                      0.81624151
                     165                      0.61525995
                     170                      0.41839332
                     175                      0.23778453
                     180                     0.085704017

