        Phi / deg                Directivity,Theta=45.0/
----------------------------------------------------------------------
                    -180                     -0.60783941
                    -175                     -0.69939304
                    -170                     -0.73114239
                    -165                     -0.69939869
                    -160                     -0.60494998
                    -155                     -0.45296741
                    -150                     -0.25221868
                    -145                    -0.013845615
                    -140                      0.24994801
                    -135                      0.52701413
                    -130                       0.8060411
                    -125                       1.0769888
                    -120                       1.3312491
                    -115                       1.5616262
                    -110                       1.7622218
                    -105                       1.9282845
                    -100                       2.0560613
                     -95                       2.1426705
                     -90                       2.1860038
                     -85                       2.1846892
                     -80                       2.1379568
                     -75                       2.0457499
                     -70                       1.9086775
                     -65                       1.7280737
                     -60                        1.506071
                     -55                       1.2457017
                     -50                      0.95102646
                     -45                      0.62728613
                     -40                      0.28106424
                     -35                    -0.079565017
                     -30                     -0.44494837
                     -25                     -0.80389242
                     -20                      -1.1439174
                     -15                      -1.4518131
                     -10                      -1.7145416
                      -5                      -1.9204363
                       0                      -2.0605061
                       5                      -2.1295326
                      10                      -2.1266944
                      15                       -2.055377
                      20                      -1.9224773
                      25                      -1.7372383
                      30                      -1.5100411
                      35                      -1.2513935
                      40                     -0.97123797
                      45                     -0.67857742
                      50                     -0.38134726
                      55                    -0.086443265
                      60                       0.2001728
                      65                      0.47334399
                      70                      0.72859697
                      75                      0.96204316
                      80                       1.1703062
                      85                       1.3504739
                      90                       1.5001042
                      95                       1.6170764
                     100                       1.6998107
                     105                       1.7471278
                     110                       1.7583142
                     115                       1.7331557
                     120                       1.6719848
                     125                       1.5757414
                     130                       1.4460527
                     135                       1.2853342
                     140                        1.096914
                     145                      0.88517884
                     150                      0.65573225
                     155                      0.41554311
                     160                      0.17304269
                     165                    -0.061895536
                     170                     -0.27818122
                     175                     -0.46402975
                     180                     -0.60783941

