        Phi / deg                Directivity,Theta=135.0/
----------------------------------------------------------------------
                    -180                      -0.3484939
                    -175                     -0.53077902
                    -170                     -0.66872014
                    -165                     -0.75077372
                    -160                     -0.76854206
                    -155                     -0.71823644
                    -150                     -0.60142646
                    -145                     -0.42479675
                    -140                     -0.19900182
                    -135                     0.062975431
                    -130                      0.34746979
                    -125                      0.64142791
                    -120                      0.93321527
                    -115                       1.2129781
                    -110                        1.472686
                    -105                       1.7059888
                    -100                       1.9079934
                     -95                       2.0750261
                     -90                       2.2044177
                     -85                       2.2943405
                     -80                       2.3436157
                     -75                       2.3516988
                     -70                       2.3185644
                     -65                        2.244687
                     -60                       2.1310345
                     -55                        1.979086
                     -50                       1.7908718
                     -45                       1.5690327
                     -40                       1.3168995
                     -35                       1.0385873
                     -30                      0.73909991
                     -25                      0.42443038
                     -20                       0.1016392
                     -15                     -0.22112357
                     -10                     -0.53469441
                      -5                      -0.8291216
                       0                      -1.0940843
                       5                      -1.3194597
                      10                      -1.4963812
                      15                      -1.6177229
                      20                       -1.679124
                      25                      -1.6793982
                      30                      -1.6205957
                      35                      -1.5076396
                      40                      -1.3476459
                      45                       -1.149102
                      50                     -0.92107772
                      55                     -0.67258674
                      60                     -0.41214445
                      65                     -0.14751315
                      70                      0.11440602
                      75                      0.36758216
                      80                      0.60680678
                      85                      0.82762004
                      90                       1.0262328
                      95                       1.1994494
                     100                       1.3446025
                     105                       1.4595115
                     110                       1.5424452
                     115                       1.5921025
                     120                       1.6076093
                     125                       1.5885316
                     130                       1.5349095
                     135                       1.4473134
                     140                       1.3269285
                     145                       1.1756726
                     150                      0.99635163
                     155                      0.79285358
                     160                      0.57037339
                     165                      0.33564627
                     170                     0.097140219
                     175                     -0.13487552
                     180                      -0.3484939

