        Phi / deg                Directivity,Theta=0.0/
----------------------------------------------------------------------
                    -180                       2.1355028
                    -175                       2.1355028
                    -170                       2.1355028
                    -165                       2.1355028
                    -160                       2.1355028
                    -155                       2.1355028
                    -150                       2.1355028
                    -145                       2.1355028
                    -140                       2.1355028
                    -135                       2.1355028
                    -130                       2.1355028
                    -125                       2.1355028
                    -120                       2.1355028
                    -115                       2.1355028
                    -110                       2.1355028
                    -105                       2.1355028
                    -100                       2.1355028
                     -95                       2.1355028
                     -90                       2.1355028
                     -85                       2.1355028
                     -80                       2.1355028
                     -75                       2.1355028
                     -70                       2.1355028
                     -65                       2.1355028
                     -60                       2.1355028
                     -55                       2.1355028
                     -50                       2.1355028
                     -45                       2.1355028
                     -40                       2.1355028
                     -35                       2.1355028
                     -30                       2.1355028
                     -25                       2.1355028
                     -20                       2.1355028
                     -15                       2.1355028
                     -10                       2.1355028
                      -5                       2.1355028
                       0                       2.1355028
                       5                       2.1355028
                      10                       2.1355028
                      15                       2.1355028
                      20                       2.1355028
                      25                       2.1355028
                      30                       2.1355028
                      35                       2.1355028
                      40                       2.1355028
                      45                       2.1355028
                      50                       2.1355028
                      55                       2.1355028
                      60                       2.1355028
                      65                       2.1355028
                      70                       2.1355028
                      75                       2.1355028
                      80                       2.1355028
                      85                       2.1355028
                      90                       2.1355028
                      95                       2.1355028
                     100                       2.1355028
                     105                       2.1355028
                     110                       2.1355028
                     115                       2.1355028
                     120                       2.1355028
                     125                       2.1355028
                     130                       2.1355028
                     135                       2.1355028
                     140                       2.1355028
                     145                       2.1355028
                     150                       2.1355028
                     155                       2.1355028
                     160                       2.1355028
                     165                       2.1355028
                     170                       2.1355028
                     175                       2.1355028
                     180                       2.1355028

