        Phi / deg                Directivity,Theta=90.0/
----------------------------------------------------------------------
                    -180                      -7.6718641
                    -175                       -8.729451
                    -170                      -9.4048732
                    -165                      -9.4500526
                    -160                      -8.8368657
                    -155                      -7.7881358
                    -150                      -6.5671178
                    -145                       -5.342115
                    -140                      -4.1916702
                    -135                      -3.1446938
                    -130                      -2.2080751
                    -125                      -1.3803448
                    -120                     -0.65762721
                    -115                    -0.036020678
                    -110                      0.48756952
                    -105                      0.91524299
                    -100                       1.2481664
                     -95                       1.4867149
                     -90                        1.630619
                     -85                       1.6790949
                     -80                       1.6309173
                     -75                       1.4844282
                     -70                        1.237553
                     -65                      0.88772005
                     -60                      0.43173772
                     -55                     -0.13438005
                     -50                     -0.81562107
                     -45                      -1.6181631
                     -40                      -2.5493952
                     -35                      -3.6173845
                     -30                      -4.8287852
                     -25                      -6.1826444
                     -20                      -7.6540079
                     -15                      -9.1555292
                     -10                      -10.471163
                      -5                      -11.235104
                       0                      -11.157985
                       5                      -10.352642
                      10                      -9.1887163
                      15                      -7.9526205
                      20                      -6.7761314
                      25                       -5.700492
                      30                      -4.7293279
                      35                      -3.8537439
                      40                      -3.0623301
                      45                      -2.3447735
                      50                      -1.6929484
                      55                      -1.1010423
                      60                     -0.56532785
                      65                    -0.083822298
                      70                       0.3440686
                      75                      0.71788154
                      80                       1.0363854
                      85                       1.2978245
                      90                       1.5001272
                      95                       1.6409793
                     100                       1.7180999
                     105                       1.7291749
                     110                       1.6719415
                     115                       1.5441932
                     120                       1.3437499
                     125                       1.0683909
                     130                      0.71575086
                     135                      0.28317823
                     140                     -0.23243329
                     145                     -0.83481807
                     150                      -1.5284546
                     155                      -2.3184806
                     160                      -3.2100711
                     165                      -4.2065087
                     170                      -5.3042076
                     175                      -6.4810362
                     180                      -7.6718641

