        Phi / deg                Directivity,Theta=135.0/
----------------------------------------------------------------------
                    -180                       1.0030824
                    -175                       0.8664198
                    -170                      0.71753218
                    -165                      0.56168924
                    -160                      0.40490854
                    -155                      0.25389681
                    -150                      0.11587934
                    -145                   -0.0017164113
                    -140                    -0.091736123
                    -135                     -0.14790669
                    -130                     -0.16549873
                    -125                     -0.14191936
                    -120                     -0.07709653
                    -115                     0.026448689
                    -110                      0.16386715
                    -105                      0.32851951
                    -100                      0.51266048
                     -95                      0.70813037
                     -90                      0.90694614
                     -85                       1.1017827
                     -80                       1.2860793
                     -75                       1.4543796
                     -70                       1.6022363
                     -65                       1.7261899
                     -60                       1.8236855
                     -55                       1.8929717
                     -50                       1.9329946
                     -45                       1.9432978
                     -40                        1.923929
                     -35                       1.8753571
                     -30                       1.7984014
                     -25                       1.6941725
                     -20                       1.5640261
                     -15                       1.4095336
                     -10                       1.2324685
                      -5                       1.0348145
                       0                       0.8187961
                       5                      0.58694653
                      10                      0.34214126
                      15                     0.087805036
                      20                     -0.17202102
                      25                     -0.43250918
                      30                     -0.68790628
                      35                     -0.93144587
                      40                      -1.1553693
                      45                       -1.351127
                      50                      -1.5098282
                      55                      -1.6229699
                      60                      -1.6833964
                      65                      -1.6863352
                      70                        -1.63026
                      75                      -1.5173295
                      80                      -1.3532495
                      85                      -1.1465913
                      90                     -0.90777508
                      95                     -0.64787891
                     100                     -0.37785448
                     105                     -0.10768073
                     110                      0.15398883
                     115                      0.39998504
                     120                      0.62461209
                     125                      0.82353665
                     130                      0.99363066
                     135                       1.1328038
                     140                       1.2398469
                     145                       1.3142965
                     150                       1.3563264
                     155                       1.3666666
                     160                       1.3465507
                     165                       1.2976899
                     170                       1.2222739
                     175                       1.1229961
                     180                       1.0030824

