        Phi / deg                Directivity,Theta=0.0/
----------------------------------------------------------------------
                    -180                       1.2572793
                    -175                       1.2572793
                    -170                       1.2572793
                    -165                       1.2572793
                    -160                       1.2572793
                    -155                       1.2572793
                    -150                       1.2572793
                    -145                       1.2572793
                    -140                       1.2572793
                    -135                       1.2572793
                    -130                       1.2572793
                    -125                       1.2572793
                    -120                       1.2572793
                    -115                       1.2572793
                    -110                       1.2572793
                    -105                       1.2572793
                    -100                       1.2572793
                     -95                       1.2572793
                     -90                       1.2572793
                     -85                       1.2572793
                     -80                       1.2572793
                     -75                       1.2572793
                     -70                       1.2572793
                     -65                       1.2572793
                     -60                       1.2572793
                     -55                       1.2572793
                     -50                       1.2572793
                     -45                       1.2572793
                     -40                       1.2572793
                     -35                       1.2572793
                     -30                       1.2572793
                     -25                       1.2572793
                     -20                       1.2572793
                     -15                       1.2572793
                     -10                       1.2572793
                      -5                       1.2572793
                       0                       1.2572793
                       5                       1.2572793
                      10                       1.2572793
                      15                       1.2572793
                      20                       1.2572793
                      25                       1.2572793
                      30                       1.2572793
                      35                       1.2572793
                      40                       1.2572793
                      45                       1.2572793
                      50                       1.2572793
                      55                       1.2572793
                      60                       1.2572793
                      65                       1.2572793
                      70                       1.2572793
                      75                       1.2572793
                      80                       1.2572793
                      85                       1.2572793
                      90                       1.2572793
                      95                       1.2572793
                     100                       1.2572793
                     105                       1.2572793
                     110                       1.2572793
                     115                       1.2572793
                     120                       1.2572793
                     125                       1.2572793
                     130                       1.2572793
                     135                       1.2572793
                     140                       1.2572793
                     145                       1.2572793
                     150                       1.2572793
                     155                       1.2572793
                     160                       1.2572793
                     165                       1.2572793
                     170                       1.2572793
                     175                       1.2572793
                     180                       1.2572793

