        Phi / deg                Directivity,Theta=135.0/
----------------------------------------------------------------------
                    -180                       -1.024333
                    -175                      -1.1799274
                    -170                       -1.273677
                    -165                      -1.2966051
                    -160                      -1.2448272
                    -155                      -1.1203664
                    -150                     -0.93082812
                    -145                     -0.68806329
                    -140                      -0.4063064
                    -135                     -0.10035896
                    -130                      0.21579328
                    -125                      0.52980362
                    -120                      0.83129925
                    -115                       1.1118814
                    -110                       1.3649425
                    -105                       1.5854125
                    -100                       1.7695033
                     -95                       1.9144849
                     -90                       2.0185072
                     -85                       2.0804376
                     -80                       2.0999057
                     -75                       2.0770413
                     -70                        2.012601
                     -65                       1.9079401
                     -60                       1.7650454
                     -55                         1.58659
                     -50                       1.3760053
                     -45                       1.1375653
                     -40                      0.87647214
                     -35                      0.59892889
                     -30                      0.31217322
                     -25                     0.024439417
                     -20                     -0.25519289
                     -15                     -0.51710337
                     -10                     -0.75161328
                      -5                     -0.94963326
                       0                      -1.1034095
                       5                      -1.2072472
                      10                      -1.2580645
                      15                      -1.2555916
                      20                      -1.2022834
                      25                      -1.1028579
                      30                     -0.96365233
                      35                     -0.79193268
                      40                     -0.59528293
                      45                     -0.38114369
                      50                     -0.15651634
                      55                     0.072189797
                      60                      0.29920612
                      65                      0.51938924
                      70                       0.7281735
                      75                      0.92151374
                      80                       1.0958314
                      85                       1.2479703
                      90                        1.375263
                      95                       1.4751288
                     100                       1.5456217
                     105                       1.5850659
                     110                       1.5921554
                     115                       1.5659748
                     120                       1.5060326
                     125                       1.4123089
                     130                       1.2853254
                     135                       1.1262398
                     140                      0.93697474
                     145                      0.72038427
                     150                       0.4804638
                     155                      0.22259576
                     160                     -0.04619004
                     165                      -0.3169921
                     170                      -0.5789395
                     175                       -0.819356
                     180                       -1.024333

