        Phi / deg                Directivity,Theta=45.0/
----------------------------------------------------------------------
                    -180                      0.33166447
                    -175                      0.18926361
                    -170                      0.07486138
                    -165                   -0.0035255018
                    -160                    -0.039969328
                    -155                    -0.031257962
                    -150                     0.022803049
                    -145                      0.11949276
                    -140                        0.253647
                    -135                      0.41836796
                    -130                      0.60579885
                    -125                      0.80781627
                    -120                       1.0165546
                    -115                       1.2247422
                    -110                       1.4258743
                    -105                        1.614268
                    -100                        1.785045
                     -95                       1.9340811
                     -90                       2.0579456
                     -85                       2.1539374
                     -80                       2.2197136
                     -75                         2.25369
                     -70                       2.2547645
                     -65                       2.2223542
                     -60                        2.156381
                     -55                       2.0572566
                     -50                       1.9258652
                     -45                       1.7635409
                     -40                       1.5720402
                     -35                       1.3535088
                     -30                       1.1104439
                     -25                      0.84565461
                     -20                      0.56222417
                     -15                      0.26347975
                     -10                    -0.047021578
                      -5                     -0.36548103
                       0                     -0.68780854
                       5                      -1.0095089
                      10                      -1.3256049
                      15                      -1.6302915
                      20                      -1.9168124
                      25                      -2.1772257
                      30                      -2.4023336
                      35                      -2.5818866
                      40                      -2.7052133
                      45                      -2.7623589
                      50                      -2.7456459
                      55                      -2.6513244
                      60                      -2.4807992
                      65                      -2.2409589
                      70                      -1.9434422
                      75                       -1.603089
                      80                      -1.2360875
                      85                     -0.85831579
                      90                     -0.48422318
                      95                     -0.12592616
                     100                      0.20655423
                     105                      0.50555038
                     110                      0.76543479
                     115                      0.98235319
                     120                       1.1539682
                     125                       1.2792428
                     130                       1.3582751
                     135                       1.3921854
                     140                       1.3830535
                     145                       1.3338994
                     150                       1.2486996
                     155                       1.1324273
                     160                      0.99110004
                     165                      0.83180585
                     170                      0.66267454
                     175                      0.49274535
                     180                      0.33166447

