        Phi / deg                Directivity,Theta=90.0/
----------------------------------------------------------------------
                    -180                      -7.7044789
                    -175                      -8.7675953
                    -170                      -9.4494016
                    -165                      -9.4995977
                    -160                        -8.88787
                    -155                      -7.8373827
                    -150                      -6.6130436
                    -145                      -5.3843035
                    -140                      -4.2301667
                    -135                      -3.1796647
                    -130                      -2.2396922
                    -125                      -1.4087594
                    -120                      -0.6829707
                    -115                    -0.058412038
                    -110                      0.46801768
                    -105                      0.89842051
                    -100                       1.2339637
                     -95                       1.4750227
                     -90                       1.6213287
                     -85                       1.6721102
                     -80                       1.6261261
                     -75                       1.4817307
                     -70                        1.236854
                     -65                      0.88893079
                     -60                      0.43477843
                     -55                     -0.12957219
                     -50                     -0.80907487
                     -45                      -1.6098352
                     -40                      -2.5390879
                     -35                      -3.6045683
                     -30                      -4.8122187
                     -25                      -6.1595713
                     -20                      -7.6185668
                     -15                      -9.0962891
                     -10                      -10.370488
                      -5                      -11.079592
                       0                      -10.958113
                       5                      -10.136252
                      10                      -8.9757985
                      15                      -7.7502559
                      20                      -6.5849657
                      25                      -5.5193026
                      30                      -4.5567777
                      35                      -3.6888634
                      40                      -2.9045695
                      45                      -2.1939339
                      50                      -1.5490907
                      55                     -0.96440299
                      60                     -0.43624751
                      65                     0.037312809
                      70                      0.45687349
                      75                      0.82200941
                      80                       1.1315556
                      85                        1.383842
                      90                       1.5769025
                      95                       1.7085167
                     100                       1.7765104
                     105                        1.778668
                     110                       1.7128158
                     115                       1.5768248
                     120                        1.368579
                     125                       1.0859082
                     130                      0.72648371
                     135                      0.28767817
                     140                     -0.23360297
                     145                      -0.8410949
                     150                      -1.5392917
                     155                      -2.3333669
                     160                      -3.2285627
                     165                      -4.2282834
                     170                      -5.3291576
                     175                      -6.5094189
                     180                      -7.7044789

