        Phi / deg                Directivity,Theta=135.0/
----------------------------------------------------------------------
                    -180                      0.71270507
                    -175                      0.50172376
                    -170                      0.28513699
                    -165                     0.071857797
                    -160                     -0.12784423
                    -155                     -0.30271513
                    -150                      -0.4412586
                    -145                     -0.53285736
                    -140                      -0.5691391
                    -135                     -0.54528938
                    -130                     -0.46092888
                    -125                     -0.32025528
                    -120                     -0.13139319
                    -115                     0.094828829
                    -110                      0.34630051
                    -105                      0.61090399
                    -100                      0.87743744
                     -95                       1.1361466
                     -90                       1.3789285
                     -85                       1.5993603
                     -80                       1.7923743
                     -75                       1.9543137
                     -70                       2.0825708
                     -65                       2.1754369
                     -60                       2.2319413
                     -55                       2.2517183
                     -50                          2.2349
                     -45                       2.1820302
                     -40                       2.0939976
                     -35                       1.9719836
                     -30                       1.8174259
                     -25                       1.6319973
                     -20                        1.417603
                     -15                       1.1763996
                     -10                      0.91084468
                      -5                       0.6237809
                       0                       0.3185658
                       5                  -0.00071005011
                      10                       -0.329155
                      15                     -0.66056087
                      20                     -0.98730475
                      25                      -1.3001018
                      30                      -1.5879801
                      35                      -1.8385827
                      40                      -2.0389447
                      45                      -2.1768091
                      50                      -2.2423536
                      55                      -2.2299449
                      60                      -2.1393756
                      65                      -1.9761171
                      70                      -1.7504806
                      75                      -1.4759954
                      80                      -1.1675472
                      85                     -0.83976917
                      90                     -0.50594874
                      95                     -0.17741176
                     100                        0.136537
                     105                      0.42858499
                     110                       0.6931519
                     115                      0.92611467
                     120                       1.1245447
                     125                       1.2864808
                     130                       1.4107456
                     135                       1.4968053
                     140                       1.5446685
                     145                       1.5548218
                     150                       1.5281985
                     155                       1.4661814
                     160                       1.3706387
                     165                       1.2439974
                     170                       1.0893535
                     175                      0.91062162
                     180                      0.71270507

