        Phi / deg                Directivity,Theta=135.0/
----------------------------------------------------------------------
                    -180                      0.58172212
                    -175                      0.44683936
                    -170                      0.30491045
                    -165                       0.1614735
                    -160                     0.022596414
                    -155                     -0.10525831
                    -150                     -0.21546673
                    -145                     -0.30158739
                    -140                     -0.35780597
                    -135                     -0.37943842
                    -130                      -0.3634173
                    -125                     -0.30866654
                    -120                     -0.21627767
                    -115                    -0.089439607
                    -110                     0.066867946
                    -105                      0.24635296
                    -100                      0.44196655
                     -95                      0.64644197
                     -90                      0.85274905
                     -85                       1.0544516
                     -80                       1.2458755
                     -75                       1.4222331
                     -70                       1.5796772
                     -65                       1.7152582
                     -60                       1.8268619
                     -55                       1.9131272
                     -50                       1.9733547
                     -45                       2.0074132
                     -40                       2.0156463
                     -35                       1.9987828
                     -30                       1.9578525
                     -25                       1.8941077
                     -20                       1.8089532
                     -15                       1.7038871
                     -10                       1.5804542
                      -5                       1.4402168
                       0                       1.2847453
                       5                        1.115651
                      10                      0.93454981
                      15                       0.7432712
                      20                      0.54386647
                      25                      0.33877439
                      30                      0.13098296
                      35                    -0.075801838
                      40                     -0.27700906
                      45                     -0.46712208
                      50                     -0.63972299
                      55                     -0.78772734
                      60                     -0.90385965
                      65                     -0.98137298
                      70                      -1.0149357
                      75                      -1.0015166
                      80                     -0.94104443
                      85                     -0.83664227
                      90                     -0.69432282
                      95                     -0.52236197
                     100                     -0.33031254
                     105                     -0.12802908
                     110                     0.075105695
                     115                      0.27072789
                     120                        0.451793
                     125                      0.61267737
                     130                      0.74914427
                     135                      0.85823281
                     140                      0.93811433
                     145                      0.98794569
                     150                       1.0077368
                     155                      0.99824152
                     160                      0.96087516
                     165                      0.89765971
                     170                       0.8111943
                     175                      0.70464787
                     180                      0.58172212

