        Phi / deg                Directivity,Theta=135.0/
----------------------------------------------------------------------
                    -180                     -0.61322059
                    -175                     -0.80847222
                    -170                     -0.95950641
                    -165                      -1.0531613
                    -160                      -1.0793978
                    -155                      -1.0330309
                    -150                     -0.91472535
                    -145                     -0.73087266
                    -140                     -0.49239779
                    -135                     -0.21293898
                    -130                     0.093017958
                    -125                      0.41161742
                    -120                      0.73055361
                    -115                       1.0394778
                    -110                       1.3300407
                    -105                       1.5957277
                    -100                       1.8316053
                     -95                       2.0340567
                     -90                       2.2005436
                     -85                        2.329382
                     -80                       2.4197295
                     -75                       2.4712299
                     -70                       2.4841148
                     -65                       2.4590971
                     -60                       2.3973333
                     -55                       2.3003984
                     -50                       2.1702684
                     -45                       2.0093084
                     -40                       1.8202616
                     -35                       1.6062406
                     -30                        1.370717
                     -25                        1.117513
                     -20                      0.85079363
                     -15                      0.57506208
                     -10                      0.29515917
                      -5                     0.016265519
                       0                     -0.25609717
                       5                     -0.51603017
                      10                     -0.75750032
                      15                     -0.97408995
                      20                      -1.1594171
                      25                      -1.3073439
                      30                      -1.4123669
                      35                      -1.4700998
                      40                      -1.4777855
                      45                        -1.43474
                      50                      -1.3426227
                      55                      -1.2054521
                      60                      -1.0293473
                      65                     -0.82204581
                      70                     -0.59229623
                      75                     -0.34924003
                      80                     -0.10187194
                      85                      0.14136917
                      90                      0.37298379
                      95                      0.58610451
                     100                      0.77519837
                     105                      0.93562184
                     110                       1.0636742
                     115                       1.1565324
                     120                       1.2121886
                     125                       1.2294006
                     130                       1.2076652
                     135                       1.1472194
                     140                       1.0490765
                     145                      0.91510454
                     150                      0.74815114
                     155                       0.5522186
                     160                      0.33268471
                     165                     0.096549654
                     170                     -0.14733622
                     175                     -0.38814793
                     180                     -0.61322059

