        Phi / deg                Directivity,Theta=135.0/
----------------------------------------------------------------------
                    -180                      0.11347336
                    -175                     -0.10456209
                    -170                     -0.29464823
                    -165                     -0.44433956
                    -160                     -0.54241389
                    -155                     -0.58038897
                    -150                     -0.55388812
                    -145                     -0.46343116
                    -140                     -0.31437056
                    -135                     -0.11599403
                    -130                      0.11989619
                    -125                      0.38050011
                    -120                       0.6532867
                    -115                      0.92684596
                    -110                       1.1913283
                    -105                       1.4385663
                    -100                       1.6619974
                     -95                       1.8564864
                     -90                       2.0181184
                     -85                       2.1440212
                     -80                       2.2321183
                     -75                       2.2810958
                     -70                        2.290239
                     -65                       2.2593734
                     -60                       2.1888176
                     -55                       2.0793579
                     -50                       1.9322421
                     -45                       1.7491894
                     -40                       1.5324171
                     -35                       1.2846841
                     -30                       1.0093509
                     -25                        0.710458
                     -20                      0.39282124
                     -15                     0.062138857
                     -10                     -0.27490042
                      -5                      -0.6105314
                       0                     -0.93588601
                       5                      -1.2410284
                      10                      -1.5154367
                      15                      -1.7481946
                      20                      -1.9289886
                      25                      -2.0490482
                      30                      -2.1022016
                      35                      -2.0857491
                      40                      -2.0009099
                      45                      -1.8527001
                      50                      -1.6492739
                      55                      -1.4009201
                      60                      -1.1189715
                      65                     -0.81484735
                      70                     -0.49934954
                      75                     -0.18223499
                      80                      0.12797934
                      85                      0.42404673
                      90                      0.69992564
                      95                      0.95065436
                     100                       1.1722331
                     105                       1.3614974
                     110                       1.5160129
                     115                       1.6339914
                     120                       1.7142273
                     125                        1.756058
                     130                       1.7593448
                     135                       1.7244789
                     140                        1.652412
                     145                       1.5447162
                     150                       1.4036771
                     155                       1.2324224
                     160                       1.0350861
                     165                       0.8170016
                     170                      0.58490176
                     175                      0.34708369
                     180                      0.11347336

