        Phi / deg                Directivity,Theta=135.0/
----------------------------------------------------------------------
                    -180                       1.1390337
                    -175                       1.0594949
                    -170                      0.95671511
                    -165                        0.832465
                    -160                       0.6891401
                    -155                      0.52991151
                    -150                      0.35888106
                    -145                        0.181215
                    -140                    0.0032152834
                    -135                     -0.16772736
                    -130                     -0.32336262
                    -125                     -0.45504659
                    -120                     -0.55445823
                    -115                     -0.61450515
                    -110                     -0.63026425
                    -105                     -0.59973577
                    -100                     -0.52419722
                     -95                     -0.40804611
                     -90                     -0.25817729
                     -85                    -0.083018977
                     -80                       0.1082054
                     -75                      0.30664564
                     -70                      0.50419008
                     -65                      0.69386215
                     -60                      0.86994857
                     -55                       1.0279777
                     -50                       1.1646079
                     -45                       1.2774734
                     -40                       1.3650177
                     -35                       1.4263353
                     -30                       1.4610306
                     -25                       1.4691001
                     -20                       1.4508376
                     -15                        1.406766
                     -10                        1.337593
                      -5                       1.2441943
                       0                       1.1276212
                       5                      0.98913479
                      10                       0.8302596
                      15                      0.65290893
                      20                      0.45946084
                      25                      0.25290479
                      30                     0.036983987
                      35                     -0.18367182
                      40                     -0.40345221
                      45                     -0.61575203
                      50                     -0.81308875
                      55                     -0.98740281
                      60                      -1.1305734
                      65                      -1.2351352
                      70                      -1.2951112
                      75                      -1.3068051
                      80                      -1.2693598
                      85                      -1.1849276
                      90                       -1.058345
                      95                     -0.89671507
                     100                      -0.7082525
                     105                     -0.50166824
                     110                     -0.28542325
                     115                    -0.067245075
                     120                      0.14614385
                     125                      0.34912428
                     130                      0.53715667
                     135                      0.70668534
                     140                      0.85500831
                     145                      0.98013911
                     150                       1.0806764
                     155                       1.1556906
                     160                       1.2046331
                     165                       1.2272687
                     170                       1.2236351
                     175                       1.1940287
                     180                       1.1390337

