        Phi / deg                Directivity,Theta=45.0/
----------------------------------------------------------------------
                    -180                     -0.35171989
                    -175                     -0.44940729
                    -170                     -0.48481164
                    -165                     -0.45427693
                    -160                     -0.35911673
                    -155                     -0.20532731
                    -150                    -0.002556406
                    -145                      0.23732719
                    -140                      0.50166162
                    -135                      0.77812826
                    -130                       1.0554841
                    -125                       1.3239198
                    -120                       1.5751436
                    -115                       1.8023012
                    -110                       1.9998193
                    -105                        2.163231
                    -100                       2.2890164
                     -95                       2.3744713
                     -90                        2.417609
                     -85                       2.4170845
                     -80                       2.3721905
                     -75                       2.2827828
                     -70                       2.1493166
                     -65                        1.972852
                     -60                       1.7550805
                     -55                       1.4983619
                     -50                       1.2057715
                     -45                      0.88115504
                     -40                      0.52919264
                     -35                       0.1554662
                     -30                     -0.23347263
                     -25                     -0.63004521
                     -20                      -1.0256163
                     -15                       -1.410519
                     -10                      -1.7741726
                      -5                      -2.1053394
                       0                      -2.3925657
                       5                      -2.6248739
                      10                      -2.7924466
                      15                      -2.8877702
                      20                      -2.9063669
                      25                      -2.8474203
                      30                      -2.7139443
                      35                      -2.5124729
                      40                      -2.2523492
                      45                      -1.9447908
                      50                      -1.6019297
                      55                      -1.2359823
                      60                     -0.85862796
                      65                     -0.48060748
                      70                      -0.1115088
                      75                      0.24031043
                      80                      0.56771196
                      85                        0.864717
                      90                       1.1264235
                      95                       1.3489234
                     100                       1.5292325
                     105                       1.6652161
                     110                       1.7555491
                     115                       1.7996904
                     120                       1.7978805
                     125                       1.7511645
                     130                       1.6614431
                     135                       1.5315562
                     140                       1.3653996
                     145                       1.1680721
                     150                      0.94604362
                     155                       0.7073149
                     160                      0.46152156
                     165                      0.21990187
                     170                   -0.0049762765
                     175                     -0.19983755
                     180                     -0.35171989

