        Phi / deg                Directivity,Theta=0.0/
----------------------------------------------------------------------
                    -180                       2.1093315
                    -175                       2.1093315
                    -170                       2.1093315
                    -165                       2.1093315
                    -160                       2.1093315
                    -155                       2.1093315
                    -150                       2.1093315
                    -145                       2.1093315
                    -140                       2.1093315
                    -135                       2.1093315
                    -130                       2.1093315
                    -125                       2.1093315
                    -120                       2.1093315
                    -115                       2.1093315
                    -110                       2.1093315
                    -105                       2.1093315
                    -100                       2.1093315
                     -95                       2.1093315
                     -90                       2.1093315
                     -85                       2.1093315
                     -80                       2.1093315
                     -75                       2.1093315
                     -70                       2.1093315
                     -65                       2.1093315
                     -60                       2.1093315
                     -55                       2.1093315
                     -50                       2.1093315
                     -45                       2.1093315
                     -40                       2.1093315
                     -35                       2.1093315
                     -30                       2.1093315
                     -25                       2.1093315
                     -20                       2.1093315
                     -15                       2.1093315
                     -10                       2.1093315
                      -5                       2.1093315
                       0                       2.1093315
                       5                       2.1093315
                      10                       2.1093315
                      15                       2.1093315
                      20                       2.1093315
                      25                       2.1093315
                      30                       2.1093315
                      35                       2.1093315
                      40                       2.1093315
                      45                       2.1093315
                      50                       2.1093315
                      55                       2.1093315
                      60                       2.1093315
                      65                       2.1093315
                      70                       2.1093315
                      75                       2.1093315
                      80                       2.1093315
                      85                       2.1093315
                      90                       2.1093315
                      95                       2.1093315
                     100                       2.1093315
                     105                       2.1093315
                     110                       2.1093315
                     115                       2.1093315
                     120                       2.1093315
                     125                       2.1093315
                     130                       2.1093315
                     135                       2.1093315
                     140                       2.1093315
                     145                       2.1093315
                     150                       2.1093315
                     155                       2.1093315
                     160                       2.1093315
                     165                       2.1093315
                     170                       2.1093315
                     175                       2.1093315
                     180                       2.1093315

