        Phi / deg                Directivity,Theta=135.0/
----------------------------------------------------------------------
                    -180                     -0.64923119
                    -175                     -0.70531688
                    -170                     -0.68937902
                    -165                     -0.60184882
                    -160                     -0.44863552
                    -155                     -0.24000924
                    -150                     0.011073106
                    -145                      0.29068201
                    -140                      0.58528415
                    -135                      0.88261184
                    -130                         1.17207
                    -125                       1.4448095
                    -120                       1.6936079
                    -115                       1.9126659
                    -110                       2.0973902
                    -105                       2.2442003
                    -100                        2.350374
                     -95                       2.4139341
                     -90                       2.4335743
                     -85                       2.4086272
                     -80                       2.3390184
                     -75                       2.2253018
                     -70                       2.0686704
                     -65                       1.8709933
                     -60                       1.6348619
                     -55                       1.3636433
                     -50                        1.061536
                     -45                      0.73362444
                     -40                      0.38592249
                     -35                     0.025395027
                     -30                     -0.34005854
                     -25                     -0.70167949
                     -20                      -1.0500068
                     -15                      -1.3751382
                     -10                      -1.6671081
                      -5                      -1.9163779
                       0                      -2.1144077
                       5                      -2.2542847
                      10                      -2.3311092
                      15                      -2.3425674
                      20                      -2.2889726
                      25                      -2.1732172
                      30                      -2.0004859
                      35                       -1.777819
                      40                      -1.5136013
                      45                      -1.2170468
                      50                      -0.8977301
                      55                     -0.56519254
                      60                     -0.22863407
                      65                      0.10331301
                      70                      0.42273738
                      75                       0.7225427
                      80                      0.99649558
                      85                       1.2392407
                      90                       1.4463515
                      95                       1.6140923
                     100                       1.7397145
                     105                       1.8212282
                     110                       1.8574446
                     115                        1.847981
                     120                       1.7932871
                     125                       1.6946972
                     130                       1.5545168
                     135                       1.3761466
                     140                       1.1642456
                     145                      0.92492952
                     150                      0.66598017
                     155                      0.39702151
                     160                      0.12957956
                     165                      -0.1230947
                     170                     -0.34658202
                     175                       -0.526342
                     180                     -0.64923119

